class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Abnormal,subkind,subkind,False,True,False,3,0
Baseline,subkind,subkind,False,True,False,3,0
Cycle,subkind,subkind,False,True,False,3,0
ECGForm,kind,kind,False,False,True,1,18
ElementaryForm,subkind,subkind,False,False,True,2,15
Geometric_Form,category,category,True,False,False,0,19
Non-ElementaryForm,subkind,subkind,False,False,True,2,1
Normal,subkind,subkind,False,True,False,3,0
PRSegment,subkind,subkind,False,True,False,4,0
PWave,subkind,subkind,False,True,False,4,0
QRSComplex,subkind,subkind,False,True,False,3,0
QWave,subkind,subkind,False,True,False,4,0
RWave,subkind,subkind,False,True,False,4,0
STSegment,subkind,subkind,False,True,False,4,0
SWave,subkind,subkind,False,True,False,4,0
Segment,subkind,subkind,False,False,True,3,3
TPSegment,subkind,subkind,False,True,False,4,0
TWave,subkind,subkind,False,True,False,4,0
Wave,subkind,subkind,False,False,True,3,5
WaveForm,subkind,subkind,False,True,False,3,0
