class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
CEIConductor,rolemixin,rolemixin,True,False,False,0,3
CEIGenerator,rolemixin,rolemixin,True,False,False,0,1
CSAAsCEIConductor,role,role,False,True,False,2,0
CSVAsCEIConductor,role,role,False,True,False,2,0
CSVAsEPsAccumulator,role,role,False,True,False,2,0
ConductingSystemOfAtria,kind,kind,True,False,False,0,1
ConductingSystemOfVentricles,kind,kind,True,False,False,0,2
EPsAccumulator,rolemixin,rolemixin,True,False,False,0,1
SANode,kind,kind,True,False,False,0,2
SANodeAsCEIConductor,role,role,False,True,False,2,0
SANodeAsCEIGenerator,role,role,False,True,False,2,0
