class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Chamber,category,category,True,False,False,0,16
HeartAsBloodContainer,role,role,False,True,False,3,0
HeartAsPump,kind,kind,False,True,False,3,0
HumanBody,kind,kind,False,True,False,1,0
HumanHeart,kind,kind,False,False,True,2,2
LeftAtrium,kind,kind,False,False,True,2,2
LeftAtriumAsBloodContainer,role,role,False,True,False,3,0
LeftAtriumAsPump,role,role,False,True,False,3,0
LeftVentricle,kind,kind,False,False,True,2,2
LeftVentricleAsBloodContainer,role,role,False,True,False,3,0
LeftVentricleAsPump,role,role,False,True,False,3,0
Muscle,category,category,True,False,False,0,15
RightAtrium,kind,kind,False,False,True,2,2
RightAtriumAsBloodContainer,role,role,False,True,False,3,0
RightAtriumAsPump,role,role,False,True,False,3,0
RightVentricle,kind,kind,False,False,True,2,2
RightVentricleAsBloodContainer,role,role,False,True,False,3,0
RightVentricleAsPump,role,role,False,True,False,3,0
