execution_number,input_class_name,input_class_stereotype
1,Geometry,kind
2,Line_String,subkind
3,Multi-Point,subkind
4,Multi-Polygon,subkind
5,Multi_Line_String,subkind
6,Point,subkind
7,Polygon,subkind
