execution_number,input_class_name,input_class_stereotype
1,Analyst,role
2,Animal,category
3,Author,role
4,Bat,kind
5,Biological_Organism,category
6,Cell_Line,kind
7,In_Vitro_Host,role
8,Living_Host,rolemixin
9,Person,kind
10,Project_Participant,role
11,Researcher,role
12,Sampled_Animal,rolemixin
13,Virus,kind
14,Virus_Host,rolemixin
