class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
EvacuationOrganization,subkind,subkind,False,False,True,1,2,13
EvaluatedHighWaterProtectionMeasure,phase,phase,False,True,False,1,0,3
FloodDefenseManager,role,role,False,True,False,2,0,13
FloodDefenseMeasuresImplementer,role,role,False,True,False,2,0,13
FloodDefenseOrganization,subkind,subkind,False,False,True,1,2,13
FloodEvacuationImplementer,role,role,False,True,False,2,0,13
FloodEvacuationManager,role,role,False,True,False,2,0,13
FloodForecaster,role,role,False,True,False,2,0,13
FloodManagementOrganization,subkind,subkind,False,False,True,1,4,13
HighWaterController,role,role,False,True,False,2,0,13
HighWaterProtectionImplementer,role,role,False,True,False,2,0,13
HighWaterProtectionMeasure,kind,kind,True,False,False,0,3,3
HighWaterProtectionMeasureEvaluator,role,role,False,True,False,2,0,13
ImplementedHighWaterProtectionMeasure,phase,phase,False,True,False,1,0,3
Organization,kind,kind,True,False,False,0,13,13
People,kind,kind,True,False,False,0,1,1
SelectedHighWaterProtectionMeasure,phase,phase,False,True,False,1,0,3
Victim,role,role,False,True,False,1,0,1
WeatherForecaster,role,role,False,True,False,2,0,13
WeatherOrganization,subkind,subkind,False,False,True,1,1,13
