class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
EvacuationOrganization,subkind,subkind,False,False,True,1,2
FloodDefenseManager,role,role,False,True,False,2,0
FloodDefenseMeasuresImplementer,role,role,False,True,False,2,0
FloodDefenseOrganization,subkind,subkind,False,False,True,1,2
FloodEvacuationImplementer,role,role,False,True,False,2,0
FloodEvacuationManager,role,role,False,True,False,2,0
FloodForecaster,role,role,False,True,False,2,0
FloodManagementOrganization,subkind,subkind,False,False,True,1,4
HighWaterController,role,role,False,True,False,2,0
HighWaterProtectionImplementer,role,role,False,True,False,2,0
HighWaterProtectionMeasureEvaluator,role,role,False,True,False,2,0
Organization,kind,kind,True,False,False,0,13
WeatherForecaster,role,role,False,True,False,2,0
WeatherOrganization,subkind,subkind,False,False,True,1,1
