taxonomy_name,dataset_name,num_classes
rodrigues2017urinary-profiles_tx001.ttl,rodrigues2017urinary-profiles,3
rodrigues2017urinary-profiles_tx002.ttl,rodrigues2017urinary-profiles,11
rodrigues2017urinary-profiles_tx003.ttl,rodrigues2017urinary-profiles,4
rodrigues2017urinary-profiles_tx004.ttl,rodrigues2017urinary-profiles,3
rodrigues2017urinary-profiles_tx005.ttl,rodrigues2017urinary-profiles,2
rodrigues2017urinary-profiles_tx006.ttl,rodrigues2017urinary-profiles,9
rodrigues2017urinary-profiles_tx007.ttl,rodrigues2017urinary-profiles,2
rodrigues2017urinary-profiles_tx008.ttl,rodrigues2017urinary-profiles,7
rodrigues2017urinary-profiles_tx009.ttl,rodrigues2017urinary-profiles,10
