class_name,class_original_classification,classification_final_list
Artifact,category,is
Base_Table,subkind,can
Check_Constraint,subkind,is
Column_Constraint,subkind,can
Column_Type_Constraint,subkind,is
Constraint,kind,is
DBMS,subkind,can
DBMS_Account,kind,can
DBMS_Item,category,can
Data_File,kind,can
Data_Schema,subkind,is
Data_Type_Constraint,subkind,can
Database,kind,can
Derived_Table,subkind,can
Dictionary,kind,is
Foreign_Key_Constraint,subkind,is
Information_Schema,subkind,is
Primary_Key_Constraint,subkind,is
RDBMS,subkind,is
RDBMS_Item,category,is
Relational_Database,subkind,can
Relational_Schema,subkind,can
Schema,kind,is
Software_Item,category,can
Software_System,subkind,can
Table,kind,is
