execution_number,input_class_name,input_class_stereotype
1,_Detained_Group__Detained_Group,role
2,_Detained_Person__Detained_Person,role
3,_Human_Rights_Mechanism__Human_Rights_Mechanism,subkind
4,_Monitoring_Action_Participant__Monitoring_Event_Participant,role
6,_Organisation_Member__Member,role
