class_name,class_original_classification,classification_final_list
Artifact,rolemixin,is
Disposed,phasemixin,is
Employed,phasemixin,not
In_distribution,phasemixin,is
In_maintenance,phasemixin,not
In_production,phasemixin,is
In_use,phasemixin,not
Instrument,rolemixin,not
Material_source,rolemixin,is
Physical_Object,category,is
Planned,phasemixin,is
Result,rolemixin,not
Source,rolemixin,is
Technical_object,rolemixin,not
