percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
95,3,0.0025147999403998256,0.044668100075796247,0.032994399894960225,0.00014300004113465548,0.0510826000245288,0.01592549995984882,0.015517900115810335,1.7400016076862812e-05,0.0022806000197306275,0.000592400087043643,1.2999982573091984e-05,0.006744700018316507,0.008299599983729422,0.007268899935297668,7.400056347250938e-06,0.18807030015159398
