scior_version,python_version,operating_system,processor,installed_ram,minimum_allowed_number_classes,percentage_initial,percentage_final,percentage_rate,number_of_executions_per_dataset_per_percentage
0.23.01.18,3.11.0,Windows 10 - v10.0.19045,"Intel64 Family 6 Model 142 Stepping 10, GenuineIntel (AMD64)",16,10,10,90,10,10
