class_name,class_original_classification,classification_final_list
Book,kind,can
Collection,kind,is
Comment,subkind,can
Commentable,category,is
Corporate_Resource,category,can
Course,kind,is
Creatable,category,can
Creation,subkind,can
Deletable,category,is
Delete,subkind,can
Edit,subkind,is
Editable,category,is
Follow,subkind,can
Interaction,kind,is
Learning_Path,kind,can
Link,kind,can
Podcast,kind,can
Private_Interaction,subkind,is
Public_Interaction,subkind,can
Public_Resource,category,can
Resource,category,can
Search,subkind,can
Upvotable,category,is
Upvote,subkind,can
Video,kind,can
View,subkind,can
Viewable,category,can
