class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Abstract_Object,role,role,False,True,False,4,0
Ancient_Rule,role,role,False,True,False,7,0
CNPJ,none,other,False,True,False,3,0
CPF,none,other,False,True,False,3,0
Civil_Rule,none,other,False,True,False,7,0
Constitutional_Norm,none,other,False,True,False,6,0
Crime_Object,rolemixin,rolemixin,False,False,True,2,2
Criminal_Rule,none,other,False,True,False,7,0
Environment_Rule,none,other,False,True,False,7,0
General_Rule,role,role,False,True,False,7,0
Incriminating,none,other,False,True,False,7,0
Inferior_Rule,role,role,False,True,False,7,0
Legal_Norm,none,other,False,False,True,5,14
Legal_Normative_Description,none,other,False,False,True,3,16
Legal_Object,rolemixin,rolemixin,False,False,True,1,3
Legal_Rule,none,other,False,False,True,6,11
Material_Object,role,role,False,True,False,4,0
Non_Incriminating,none,other,False,True,False,7,0
Norm,none,other,False,False,True,3,15
Normative_Description,none,other,False,False,True,2,18
Object,none,other,True,False,False,0,28
Physical_Object,none,other,False,False,True,1,1
Positive_Law,none,other,False,True,False,4,0
Principle,none,other,False,True,False,6,0
Recent_Rule,role,role,False,True,False,7,0
Register,none,other,False,False,True,2,2
Social_Object,none,other,False,False,True,1,23
Specific_Rule,role,role,False,True,False,7,0
Superior_Rule,role,role,False,True,False,7,0
