class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Abstract_Object,role,role,False,True,False,4,0
Ancient_Rule,role,role,False,True,False,6,0
CNPJ,none,other,False,True,False,3,0
CPF,none,other,False,True,False,3,0
Crime_Object,rolemixin,rolemixin,False,False,True,2,2
General_Rule,role,role,False,True,False,6,0
Incriminating,none,other,False,True,False,6,0
Inferior_Rule,role,role,False,True,False,6,0
Legal_Norm,none,other,False,False,True,4,10
Legal_Normative_Description,none,other,False,False,True,3,12
Legal_Object,rolemixin,rolemixin,False,False,True,1,3
Legal_Rule,none,other,False,False,True,5,8
Material_Object,role,role,False,True,False,4,0
Non_Incriminating,none,other,False,True,False,6,0
Normative_Description,none,other,False,False,True,2,13
Object,mixin,mixin,True,False,False,0,23
Physical_Object,kind,kind,False,False,True,1,1
Positive_Law,none,other,False,True,False,4,0
Principle,none,other,False,True,False,5,0
Recent_Rule,role,role,False,True,False,6,0
Register,none,other,False,False,True,2,2
Social_Object,kind,kind,False,False,True,1,18
Specific_Rule,role,role,False,True,False,6,0
Superior_Rule,role,role,False,True,False,6,0
