class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Able_Person,phase,phase,False,False,True,3,1
Active_Agent,role,role,False,False,True,5,1
Adult,phase,phase,False,False,True,3,2
Agent,mixin,mixin,True,False,False,0,28
Collective_Social_Agent,category,category,False,False,True,2,2
Crime_Agent,rolemixin,rolemixin,False,False,True,2,6
Crime_Author,role,role,False,True,False,9,0
Criminally_Incapable,phase,phase,False,True,False,3,0
Criminally_Liable,phase,phase,False,False,True,5,1
Guaranteed,role,role,False,True,False,2,0
Guarantor,role,role,False,False,True,3,1
Guarantor_Able_Person,role,role,False,True,False,5,0
Institutional_Agent,category,category,False,False,True,2,4
Juridical_Person,kind,kind,False,False,True,3,1
Jurisdiction_Agent,rolemixin,rolemixin,False,False,True,2,1
Jurisdictional_State,role,role,False,True,False,6,0
Legal_Agent,rolemixin,rolemixin,False,False,True,1,9
Mentally_Healthy,phase,phase,False,False,True,3,2
Mentally_Sick,phase,phase,False,True,False,3,0
Natural_Person,kind,kind,False,False,True,2,12
Passive_Agent,rolemixin,rolemixin,False,False,True,3,3
Passive_Juridical_Person,role,role,False,True,False,7,0
Passive_Person,role,role,False,True,False,6,0
Passive_Society,role,role,False,True,False,7,0
Physical_Agent,category,category,False,False,True,1,14
Social_Agent,category,category,False,False,True,1,8
Society,kind,kind,False,False,True,3,1
State,kind,kind,False,False,True,3,1
Underage,phase,phase,False,True,False,3,0
