class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
BiologicalPerson,none,other,True,False,False,0,2,2
Device,kind,kind,True,False,False,0,5,5
ECGDevice,subkind,subkind,False,True,False,1,0,5
ECGLead,kind,kind,False,False,True,2,2,5
ECGLeadBipolarLimb,subkind,subkind,False,True,False,3,0,5
ECGLeadUnipolar,subkind,subkind,False,True,False,3,0,5
ECGRecordingSession,complexaction,other,False,True,False,1,0,1
ECGSampleSequence,subkind,subkind,False,True,False,1,0,1
ElectricPotential,quantity,kind,False,True,False,1,0,1
HeartElectricalActivity,quality,kind,False,True,False,1,0,1
LivingPerson,phase,phase,False,False,True,1,1,2
PersonUnderECGMonitoring,role,role,False,True,False,2,0,2
Property,quality,kind,True,False,False,0,1,1
Sensor,kind,kind,False,False,True,1,3,5
Task,complexevent,other,True,False,False,0,1,1
TimeSeriesMeasurements,collective,kind,True,False,False,0,1,1
UnitOfMeasurement,category,category,True,False,False,0,1,1
