class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Client,rolemixin,rolemixin,True,False,False,0,2
Employee,role,role,False,False,True,1,1
Librarian,role,role,False,True,False,2,0
Library,subkind,subkind,False,True,False,1,0
Man,subkind,subkind,False,True,False,1,0
Organization,kind,kind,True,False,False,0,3
Person,kind,kind,True,False,False,0,7
Publisher,subkind,subkind,False,True,False,1,0
Registered_Organization,role,role,False,True,False,2,0
Registered_Person,role,role,False,True,False,2,0
Translator,role,role,False,True,False,1,0
Woman,subkind,subkind,False,True,False,1,0
Writer,role,role,False,True,False,1,0
