percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
50,3,8.250000246334821e-05,0.014059700013604015,0.003500399994663894,1.069999416358769e-05,0.037280799995642155,0.0016663999995216727,0.0002587999915704131,1.1100011761300266e-05,1.0000003385357559e-05,1.4499993994832039e-05,6.50000583846122e-06,4.999994416721165e-06,0.0025411999959032983,0.0020662999886553735,7.700000423938036e-06,0.06152159998600837
