class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Defect,none,other,False,False,True,2,1
Disposition,none,other,True,False,False,0,6
Fault_(Runtime_Defect),none,other,False,True,False,3,0
Hardware_Vulnerability,none,other,False,True,False,2,0
Loaded_Program_Vulnerability,none,other,False,True,False,2,0
Usage_Limit_Vulnerability,none,other,False,True,False,2,0
Vulnerability,none,other,False,False,True,1,5
