class_name,class_original_classification,classification_final_list
Aerodrome,role,can
Agent,kind,not
Air_traffic_management,role,is
Aircraft,kind,can
Equipment,kind,is
Organization,kind,can
Person,kind,is
Technical_System,category,is
Vehicle,kind,can
