class_name,class_original_classification,classification_final_list
Entity_in_process,rolemixin,can
active_entity,phasemixin,can
biological_entity,category,can
degraded_entity,phasemixin,can
input,rolemixin,can
output,rolemixin,is
regulator,rolemixin,can
