taxonomy_name,dataset_name,num_classes
university-ontology_tx001.ttl,university-ontology,3
university-ontology_tx002.ttl,university-ontology,3
university-ontology_tx003.ttl,university-ontology,4
university-ontology_tx004.ttl,university-ontology,10
