class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
ActiveClass,phase,phase,False,True,False,1,0,2
Student,role,role,False,False,True,1,3,9
InactiveClass,phase,phase,False,True,False,1,0,2
Curriculum,kind,kind,True,False,False,0,2,2
SuspendedStudent,phase,phase,False,True,False,2,0,9
RegularStudent,phase,phase,False,True,False,2,0,9
ActiveProfessor,phase,phase,False,True,False,2,0,9
Organization,kind,kind,True,False,False,0,3,3
InactiveCurriculum,phase,phase,False,True,False,1,0,2
Person,kind,kind,True,False,False,0,9,9
InactiveProfessor,phase,phase,False,True,False,2,0,9
Class,role,role,True,False,False,0,2,2
EgressStudent,phase,phase,False,True,False,2,0,9
ActiveCurriculum,phase,phase,False,True,False,1,0,2
DepartmentChief,role,role,False,True,False,2,0,9
CourseCoordinator,role,role,False,True,False,2,0,9
Center,subkind,subkind,False,True,False,1,0,3
Department,subkind,subkind,False,True,False,1,0,3
Professor,role,role,False,False,True,1,4,9
Higher_Education_Institution,subkind,subkind,False,True,False,1,0,3
