class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
ActiveProfessor,phase,phase,False,True,False,2,0
CourseCoordinator,role,role,False,True,False,2,0
DepartmentChief,role,role,False,True,False,2,0
EgressStudent,phase,phase,False,True,False,2,0
InactiveProfessor,phase,phase,False,True,False,2,0
Person,kind,kind,True,False,False,0,9
Professor,role,role,False,False,True,1,4
RegularStudent,phase,phase,False,True,False,2,0
Student,role,role,False,False,True,1,3
SuspendedStudent,phase,phase,False,True,False,2,0
