class_name,class_original_classification,classification_final_list
Atomic_Commitment,kind,not
Atomic_OE_Activity,kind,not
Civil_Defense_Organization_Intention,kind,not
Closed_Commitment,kind,not
Commitment,kind,is
Complex_Commitment,kind,not
Complex_OE_Activity,kind,not
General_OE_Process,kind,not
Intention,kind,not
Mitigation_activity,kind,not
OE_Activity,kind,not
OE_Process,kind,not
Open_Commitment,kind,can
Organization_Holder_Intention,kind,not
Preventive_activity,kind,not
Protect_Intention,kind,not
Specific_OE_Process,kind,not
Transfer_activity,kind,not
