class_name,class_original_classification,classification_final_list
Atomic_Commitment,kind,can
Atomic_OE_Activity,kind,can
Civil_Defense_Organization_Intention,kind,can
Closed_Commitment,kind,not
Commitment,kind,not
Complex_Commitment,kind,can
Complex_OE_Activity,kind,can
General_OE_Process,kind,can
Intention,kind,not
Mitigation_activity,kind,can
OE_Activity,kind,not
OE_Process,kind,can
Open_Commitment,kind,can
Organization_Holder_Intention,kind,can
Preventive_activity,kind,is
Protect_Intention,kind,can
Specific_OE_Process,kind,can
Transfer_activity,kind,can
