execution_number,input_class_name,input_class_stereotype
1,Many_To_One_Relationship_Mapping,kind
2,Many_to_Many_Relationship_Mapping,kind
3,One_To_Many_Relationship_Mapping,kind
4,One_To_One_Relationship_Mapping,kind
5,Relationship_Mapping,kind
