class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Baseline_Establishment,event,other,False,True,False,2,0
Change_Accomplishment,event,other,False,True,False,2,0
Change_Control,event,other,False,True,False,2,0
Change_Implementation,event,other,False,True,False,2,0
Change_Request_Closing,event,other,False,True,False,2,0
Change_Requesting,event,other,False,True,False,2,0
Change_Review,event,other,False,True,False,2,0
Checkin,event,other,False,True,False,2,0
Checkout,event,other,False,True,False,2,0
Configuration_Auditing,event,other,False,True,False,2,0
Configuration_Items_Identification,event,other,False,True,False,2,0
Configuration_Management_Planning,event,other,False,True,False,2,0
Configuration_Management_System_Establishment,event,other,False,True,False,2,0
Perfomed_Composite_Activity,event,other,False,False,True,1,10
Performed_Activity,event,other,True,False,False,0,17
Performed_Simple_Activity,event,other,False,False,True,1,5
Release_Management_and_Delivery,event,other,False,True,False,2,0
Request_Evaluation,event,other,False,True,False,2,0
