class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Activity,kind,kind,True,False,False,0,4,4
Atomic,subkind,subkind,False,True,False,1,0,4
Composed,subkind,subkind,False,True,False,1,0,4
Financial_Resource,role,role,False,True,False,2,0,4
Human_Resource,role,role,False,True,False,2,0,4
Money,kind,kind,True,False,False,0,1,4
Performed_Activity,phase,phase,False,True,False,1,0,4
Person,kind,kind,True,False,False,0,1,4
Planned_Activity,phase,phase,False,True,False,1,0,4
Resource,rolemixin,rolemixin,True,False,False,0,2,4
