class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Entity_in_process,historicalrolemixin,rolemixin,False,False,True,1,3,6
active_entity,phasemixin,phasemixin,False,True,False,1,0,6
biological_entity,category,category,True,False,False,0,6,6
biological_event,event,other,False,False,True,1,2,4
degraded_entity,phasemixin,phasemixin,False,True,False,1,0,6
event,event,other,True,False,False,0,4,4
input,historicalrolemixin,rolemixin,False,True,False,2,0,6
output,historicalrolemixin,rolemixin,False,True,False,2,0,6
participation_in_biological_event,event,other,False,True,False,1,0,4
pathway,event,other,False,True,False,2,0,4
process,event,other,False,True,False,2,0,4
regulator,historicalrolemixin,rolemixin,False,True,False,2,0,6
