class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Canceled_NC,phase,phase,False,True,False,2,0
Evaluation_Find,category,category,True,False,False,0,9
Finished_NC,role,role,False,True,False,3,0
Identified_NC,phase,phase,False,True,False,2,0
Lesson_Learned,kind,kind,False,True,False,1,0
Noncompliance,kind,kind,False,False,True,1,6
Planned_NC,role,role,False,True,False,3,0
Problem,kind,kind,False,True,False,1,0
Registered_NC,phase,phase,False,False,True,2,3
Resolving_NC,role,role,False,True,False,3,0
