class_name,class_original_classification,classification_final_list
AuxiliaryPerson,role,is
Citizen,role,can
Demiurge,kind,is
God,category,is
GuardianPerson,role,can
HumanBeing,subkind,is
LesserGod,subkind,can
LivingThing,subkind,can
Name,subkind,can
NameBearerObject,subkind,is
OriginalName,phase,can
Particular,kind,can
Philosopher-king,role,is
PresentName,phase,can
ProducerPerson,role,can
Universe,subkind,can
