class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Agent,category,category,True,False,False,0,4,5
AppStore,mode,kind,False,True,False,1,0,5
ArtificialAgent,kind,kind,True,False,False,0,1,1
AttachedInformation,mode,kind,False,True,False,1,0,3
Attachment,kind,kind,True,False,False,0,3,3
Audio,subkind,subkind,False,True,False,1,0,3
CommunicativeAct,mode,kind,True,False,False,0,3,3
CommunicativeCommitment,mode,kind,False,False,True,1,2,3
CommunicativeIntention,mode,kind,False,True,False,2,0,3
Drawing,mode,kind,False,True,False,1,0,3
FeedbackAnalyst,role,role,False,True,False,3,0,5
FeedbackAnalyzed,role,role,False,False,True,1,1,3
FeedbackChannel,mode,kind,True,False,False,0,5,5
FeedbackClassified,role,role,False,True,False,2,0,3
FeedbackCollector,role,role,False,True,False,1,0,1
FeedbackDescription,kind,kind,True,False,False,0,3,3
FeedbackProvider,role,role,False,True,False,2,0,5
Gesture,mode,kind,False,True,False,1,0,3
IllocutionaryAct,mode,kind,False,True,False,1,0,3
Image,subkind,subkind,False,True,False,1,0,3
IntentionInternalCommitment,mode,kind,True,False,False,0,3,3
InterpretedIntention,mode,kind,False,True,False,2,0,3
IssueTrackingSystem,mode,kind,False,True,False,1,0,5
LocutionaryAct,mode,kind,False,True,False,1,0,3
MailingList,mode,kind,False,True,False,1,0,5
MobileTechnology,mode,kind,False,True,False,1,0,5
NonLinguisticAct,mode,kind,True,False,False,0,3,3
OpenForum,mode,kind,False,True,False,1,0,5
PerlocutionaryAct,mode,kind,False,True,False,1,0,3
Person,kind,kind,True,False,False,0,1,5
Receiver,rolemixin,rolemixin,False,False,True,1,1,5
Sender,rolemixin,rolemixin,False,False,True,1,1,5
SharedDescription,role,role,False,True,False,1,0,3
Video,subkind,subkind,False,True,False,1,0,3
