class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Carrier,role,role,False,True,False,1,0
Duty_Holder,rolemixin,rolemixin,True,False,False,0,1
