class_name,class_original_classification,classification_final_list
ApplePathogenInfectionPhotograph,subkind,is
AppleSymptomsPhotograph,subkind,can
Photograph,kind,can
PrototypicalApplePathogenSignPhotograph,role,can
PrototypicalAppleSymptomsPhotograph,role,can
