class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
SoA_Value_Ascription,event,other,False,True,False,1,0
VO_Value_Ascription,event,other,False,True,False,1,0
Value_Ascription,event,other,True,False,False,0,2
