execution_number,input_class_name,input_class_stereotype
1,Artifact,rolemixin
2,Disposed,phasemixin
3,Employed,phasemixin
4,In_distribution,phasemixin
5,In_maintenance,phasemixin
6,In_production,phasemixin
7,In_use,phasemixin
8,Instrument,rolemixin
9,Material_source,rolemixin
10,Physical_Object,category
11,Planned,phasemixin
12,Result,rolemixin
13,Source,rolemixin
14,Technical_object,rolemixin
