class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
bachelorStudent,role,role,False,True,False,1,0
masterStudent,role,role,False,True,False,1,0
person,kind,kind,True,False,False,0,10
phdStudent,role,role,False,True,False,1,0
postAuthor,role,role,False,True,False,2,0
postInteractor,role,role,False,True,False,2,0
professor,role,role,False,True,False,1,0
profileInteractor,role,role,False,True,False,2,0
sportOrganizationMember,role,role,False,True,False,1,0
teachingAssistant,role,role,False,True,False,1,0
user,role,role,False,False,True,1,3
