class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Active_Car_Rental_Agreement,phase,phase,False,True,False,2,0
Adult,phase,phase,False,False,True,2,3
Branch,subkind,subkind,False,False,True,3,2
Car,kind,kind,False,False,True,1,9
Car_Agency,subkind,subkind,False,True,False,2,0
Car_Manufacturer,role,role,False,True,False,2,0
Car_Needing_Maintenance,phase,phase,False,False,True,2,1
Car_Needing_Repair,phase,phase,False,False,True,2,1
Car_Rental_Agreement,relator,kind,False,False,True,1,4
Car_Rental_Agreement_Closed_With_Damage,role,role,False,True,False,3,0
Car_Returned_with_Damage,role,role,False,True,False,2,0
Car_Scheduled_for_Maintenance,role,role,False,True,False,3,0
Car_Scheduled_for_Repair,role,role,False,True,False,3,0
Cargo_Car,subkind,subkind,False,True,False,2,0
Child,role,role,False,True,False,1,0
Closed_Car_Rental_Agreement,phase,phase,False,False,True,2,1
Corporate_Customer,role,role,False,True,False,3,0
Customer,rolemixin,rolemixin,True,False,False,0,2
Deceased_Person,phase,phase,False,True,False,1,0
Driver,role,role,False,False,True,4,2
Employee,role,role,False,False,True,1,4
Extented_Car_Rental_Agreement,phase,phase,False,True,False,2,0
Functional_Car,phase,phase,False,True,False,2,0
Governmental_Agency,subkind,subkind,False,False,True,2,1
Infant,phase,phase,False,True,False,2,0
Insurable_Item,mixin,mixin,True,False,False,0,30
Insurance_Company,role,role,False,True,False,2,0
Insured_Driver,role,role,False,True,False,5,0
Junior_Employee,role,role,False,True,False,2,0
Licensing_Authority,subkind,subkind,False,True,False,3,0
Living_Person,phase,phase,False,False,True,1,6
Man,subkind,subkind,False,True,False,1,0
Mid-level_Employee,role,role,False,True,False,2,0
Organization,kind,kind,False,False,True,1,11
Organization_Unit,subkind,subkind,False,False,True,2,4
Parent,role,role,False,True,False,1,0
Passenger_Car,subkind,subkind,False,True,False,2,0
Person,kind,kind,True,False,False,0,18
Personal_Customer,role,role,False,True,False,6,0
Receiver_Branch,role,role,False,True,False,4,0
Sender_Branch,role,role,False,True,False,4,0
Senior_Employee,role,role,False,True,False,2,0
Service_Depot,subkind,subkind,False,True,False,3,0
Spouse,role,role,False,True,False,1,0
Teenage,phase,phase,False,True,False,2,0
Trainee,role,role,False,True,False,2,0
Transferred_Car,role,role,False,True,False,2,0
Woman,subkind,subkind,False,True,False,1,0
