class_name,class_original_classification,classification_final_list
Autarchy,subkind,is
Company,kind,is
Foundation,subkind,is
MixedEconomyCompany,phase,is
NonEmpresarialPublicEntity,kind,is
Organization,category,can
OrganizationalUnit,category,is
PublicAdmnistrativeUnit,subkind,is
PublicCompany,phase,can
PublicEntity,category,is
PublicOrganization,category,can
StateCompany,phase,can
UnityOfOrganization,kind,is
Órgão,kind,can
Órgão_Colegiado,kind,can
