class_name,class_original_classification,classification_final_list
CounterObject,kind,can
DeclaredProvenance,subkind,can
EndProduct,kind,can
GeographicIndication,subkind,can
Provenance,kind,is
RawProduct,kind,can
ValueObject,category,can
