class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Husband,role,role,False,True,False,3,0
Jogger,role,role,False,True,False,1,0
Man,subkind,subkind,False,False,True,1,1
Person,kind,kind,True,False,False,0,9
Spouse,role,role,False,False,True,1,2
Student,role,role,False,True,False,1,0
Teacher,role,role,False,True,False,1,0
Walker,role,role,False,True,False,1,0
Wife,role,role,False,True,False,3,0
Woman,subkind,subkind,False,False,True,1,1
