class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
TDO::_Bitstring,category,category,False,False,True,4,2
TDO::_Component_Part,category,category,False,True,False,1,0
TDO::_Data_File,category,category,False,True,False,5,0
TDO::_Hybrid,category,category,False,True,False,1,0
TDO::_Material,category,category,False,True,False,1,0
TDO::_Nonmaterial,category,category,False,False,True,2,4
TDO::_Program_File,category,category,False,True,False,5,0
TDO::_Syntactic_Object,category,category,False,False,True,3,3
UFO::_Object,category,category,True,False,False,0,10
UFO::_Physical_Object,category,category,False,True,False,1,0
UFO::_Social_Object,category,category,False,False,True,1,5
