class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Accepted,phase,phase,False,True,False,1,0
Deployed,phase,phase,False,True,False,1,0
Described,role,role,False,True,False,1,0
Describee,role,role,False,True,False,1,0
Draft,phase,phase,False,True,False,1,0
Idea,kind,kind,True,False,False,0,18
Idea_with_a_Comment,role,role,False,True,False,1,0
Implemented,phase,phase,False,True,False,1,0
Merged,role,role,False,True,False,1,0
Merged_1,role,role,False,True,False,1,0
Partially_Implemented,phase,phase,False,True,False,1,0
Rejected,phase,phase,False,True,False,1,0
Related_Idea,role,role,False,True,False,1,0
Relatee,role,role,False,True,False,1,0
Revised_Idea,role,role,False,True,False,1,0
Similar_Idea,role,role,False,True,False,1,0
Similaree,role,role,False,True,False,1,0
Submitted_Idea,role,role,False,True,False,1,0
Updated_Idea,role,role,False,True,False,1,0
