class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Idea_Updater_User,role,role,False,True,False,1,0
Reviewer,role,role,False,True,False,1,0
Submitting_User,role,role,False,True,False,1,0
User,kind,kind,True,False,False,0,9
User_Editor,role,role,False,True,False,1,0
User_in_a_Group,role,role,False,True,False,1,0
User_with_Account,role,role,False,True,False,1,0
User_with_Comment,role,role,False,True,False,1,0
User_with_Idea,role,role,False,True,False,1,0
User_with_Idea_Contest_Comment,role,role,False,True,False,1,0
