taxonomy_name,dataset_name,num_classes
abrahao2018agriculture-operations_tx001.ttl,abrahao2018agriculture-operations,6
abrahao2018agriculture-operations_tx002.ttl,abrahao2018agriculture-operations,5
abrahao2018agriculture-operations_tx003.ttl,abrahao2018agriculture-operations,5
abrahao2018agriculture-operations_tx004.ttl,abrahao2018agriculture-operations,16
abrahao2018agriculture-operations_tx005.ttl,abrahao2018agriculture-operations,14
abrahao2018agriculture-operations_tx006.ttl,abrahao2018agriculture-operations,4
abrahao2018agriculture-operations_tx007.ttl,abrahao2018agriculture-operations,2
abrahao2018agriculture-operations_tx008.ttl,abrahao2018agriculture-operations,5
abrahao2018agriculture-operations_tx009.ttl,abrahao2018agriculture-operations,4
