class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Building,subkind,subkind,False,True,False,3,0
Field,subkind,subkind,False,True,False,3,0
Implement,subkind,subkind,False,True,False,3,0
Input,subkind,subkind,False,True,False,3,0
Machinery,subkind,subkind,False,False,True,2,4
NormativeDescription,subkind,subkind,False,False,True,2,1
Output,subkind,subkind,False,True,False,3,0
PhysicalObject,kind,kind,True,False,False,0,15
Place,subkind,subkind,False,False,True,2,2
Powered,subkind,subkind,False,True,False,3,0
Product,subkind,subkind,False,False,True,2,2
Resource,subkind,subkind,False,False,True,1,11
ServiceOrder,subkind,subkind,False,True,False,3,0
SocialObject,subkind,subkind,False,False,True,1,2
Tool,subkind,subkind,False,True,False,3,0
Vehicle,subkind,subkind,False,True,False,3,0
