class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
AuxiliaryPerson,role,role,False,True,False,4,0
Citizen,role,role,False,False,True,3,4
Demiurge,kind,kind,False,True,False,1,0
God,category,category,True,False,False,0,2
GuardianPerson,role,role,False,False,True,4,1
HumanBeing,subkind,subkind,False,False,True,2,5
LesserGod,subkind,subkind,False,True,False,3,0
LivingThing,subkind,subkind,False,False,True,1,8
Name,subkind,subkind,False,False,True,1,2
NameBearerObject,subkind,subkind,False,True,False,1,0
OriginalName,phase,phase,False,True,False,2,0
Particular,kind,kind,True,False,False,0,13
Philosopher-king,role,role,False,True,False,5,0
PresentName,phase,phase,False,True,False,2,0
ProducerPerson,role,role,False,True,False,4,0
Universe,subkind,subkind,False,True,False,2,0
