taxonomy_name,dataset_name,num_mapped_classes,num_other_classes,num_classes
lindeberg2022full-ontorights_tx007.ttl,lindeberg2022full-ontorights,6,0,6
lindeberg2022full-ontorights_tx008.ttl,lindeberg2022full-ontorights,8,0,8
lindeberg2022full-ontorights_tx009.ttl,lindeberg2022full-ontorights,5,0,5
lindeberg2022full-ontorights_tx010.ttl,lindeberg2022full-ontorights,13,0,13
lindeberg2022full-ontorights_tx011.ttl,lindeberg2022full-ontorights,0,16,16
lindeberg2022full-ontorights_tx012.ttl,lindeberg2022full-ontorights,0,9,9
lindeberg2022full-ontorights_tx013.ttl,lindeberg2022full-ontorights,3,0,3
lindeberg2022full-ontorights_tx014.ttl,lindeberg2022full-ontorights,3,0,3
maddalena2021ontocovid_tx001.ttl,maddalena2021ontocovid,4,0,4
maddalena2021ontocovid_tx002.ttl,maddalena2021ontocovid,2,0,2
maddalena2021ontocovid_tx003.ttl,maddalena2021ontocovid,16,0,16
maddalena2021ontocovid_tx004.ttl,maddalena2021ontocovid,2,0,2
maddalena2021ontocovid_tx005.ttl,maddalena2021ontocovid,3,0,3
maddalena2021ontocovid_tx006.ttl,maddalena2021ontocovid,4,0,4
maddalena2021ontocovid_tx007.ttl,maddalena2021ontocovid,4,0,4
maddalena2021ontocovid_tx008.ttl,maddalena2021ontocovid,3,0,3
maddalena2021ontocovid_tx009.ttl,maddalena2021ontocovid,14,0,14
maddalena2021ontocovid_tx010.ttl,maddalena2021ontocovid,4,0,4
martinez2013human-genome_tx001.ttl,martinez2013human-genome,3,0,3
martinez2013human-genome_tx002.ttl,martinez2013human-genome,2,0,2
mello2022monotheism_tx001.ttl,mello2022monotheism,0,3,3
mello2022monotheism_tx002.ttl,mello2022monotheism,0,2,2
mello2022monotheism_tx003.ttl,mello2022monotheism,0,2,2
mello2022monotheism_tx004.ttl,mello2022monotheism,0,2,2
mello2022monotheism_tx005.ttl,mello2022monotheism,0,3,3
mello2022monotheism_tx006.ttl,mello2022monotheism,0,8,8
mello2022monotheism_tx007.ttl,mello2022monotheism,0,2,2
mello2022monotheism_tx008.ttl,mello2022monotheism,0,4,4
mgic-antt2011_tx001.ttl,mgic-antt2011,19,0,19
mgic-antt2011_tx002.ttl,mgic-antt2011,150,0,150
mgic-antt2011_tx003.ttl,mgic-antt2011,17,0,17
mgic-antt2011_tx004.ttl,mgic-antt2011,12,0,12
mgic-antt2011_tx005.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx006.ttl,mgic-antt2011,8,0,8
mgic-antt2011_tx007.ttl,mgic-antt2011,4,0,4
mgic-antt2011_tx008.ttl,mgic-antt2011,7,0,7
mgic-antt2011_tx009.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx010.ttl,mgic-antt2011,5,0,5
mgic-antt2011_tx011.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx012.ttl,mgic-antt2011,12,0,12
mgic-antt2011_tx013.ttl,mgic-antt2011,20,0,20
mgic-antt2011_tx014.ttl,mgic-antt2011,10,0,10
mgic-antt2011_tx015.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx016.ttl,mgic-antt2011,311,0,311
mgic-antt2011_tx017.ttl,mgic-antt2011,15,0,15
mgic-antt2011_tx018.ttl,mgic-antt2011,21,0,21
mgic-antt2011_tx019.ttl,mgic-antt2011,4,0,4
mgic-antt2011_tx020.ttl,mgic-antt2011,8,0,8
mgic-antt2011_tx021.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx022.ttl,mgic-antt2011,11,0,11
mgic-antt2011_tx023.ttl,mgic-antt2011,31,0,31
mgic-antt2011_tx024.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx025.ttl,mgic-antt2011,27,0,27
mgic-antt2011_tx026.ttl,mgic-antt2011,76,0,76
mgic-antt2011_tx027.ttl,mgic-antt2011,5,0,5
mgic-antt2011_tx028.ttl,mgic-antt2011,4,0,4
mgic-antt2011_tx029.ttl,mgic-antt2011,5,0,5
mgic-antt2011_tx030.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx031.ttl,mgic-antt2011,6,0,6
mgic-antt2011_tx032.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx033.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx034.ttl,mgic-antt2011,44,0,44
mgic-antt2011_tx035.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx036.ttl,mgic-antt2011,5,0,5
mgic-antt2011_tx037.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx038.ttl,mgic-antt2011,6,0,6
mgic-antt2011_tx039.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx040.ttl,mgic-antt2011,6,0,6
mgic-antt2011_tx041.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx042.ttl,mgic-antt2011,7,0,7
mgic-antt2011_tx043.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx044.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx045.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx046.ttl,mgic-antt2011,16,0,16
mgic-antt2011_tx047.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx048.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx049.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx050.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx051.ttl,mgic-antt2011,8,0,8
mgic-antt2011_tx052.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx053.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx054.ttl,mgic-antt2011,8,0,8
mgic-antt2011_tx055.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx056.ttl,mgic-antt2011,5,0,5
mgic-antt2011_tx057.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx058.ttl,mgic-antt2011,8,0,8
mgic-antt2011_tx059.ttl,mgic-antt2011,8,0,8
mgic-antt2011_tx060.ttl,mgic-antt2011,56,0,56
mgic-antt2011_tx061.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx062.ttl,mgic-antt2011,2,0,2
mgic-antt2011_tx063.ttl,mgic-antt2011,25,0,25
mgic-antt2011_tx064.ttl,mgic-antt2011,11,0,11
mgic-antt2011_tx065.ttl,mgic-antt2011,5,0,5
mgic-antt2011_tx066.ttl,mgic-antt2011,3,0,3
mgic-antt2011_tx067.ttl,mgic-antt2011,2,0,2
moreira2018saref4health_tx001.ttl,moreira2018saref4health,2,1,3
moreira2018saref4health_tx002.ttl,moreira2018saref4health,2,0,2
moreira2018saref4health_tx003.ttl,moreira2018saref4health,6,0,6
moreira2018saref4health_tx004.ttl,moreira2018saref4health,2,0,2
moreira2018saref4health_tx005.ttl,moreira2018saref4health,0,2,2
moreira2018saref4health_tx006.ttl,moreira2018saref4health,2,0,2
music-ontology_tx001.ttl,music-ontology,9,0,9
music-ontology_tx002.ttl,music-ontology,15,0,15
music-ontology_tx003.ttl,music-ontology,9,0,9
music-ontology_tx004.ttl,music-ontology,2,0,2
music-ontology_tx005.ttl,music-ontology,4,0,4
nardi2015ufo-s_tx001.ttl,nardi2015ufo-s,9,0,9
nardi2015ufo-s_tx002.ttl,nardi2015ufo-s,2,0,2
neves2020nwpontology_tx001.ttl,neves2020nwpontology,9,0,9
neves2020nwpontology_tx002.ttl,neves2020nwpontology,3,0,3
neves2020nwpontology_tx003.ttl,neves2020nwpontology,3,0,3
neves2020nwpontology_tx004.ttl,neves2020nwpontology,6,0,6
neves2020nwpontology_tx005.ttl,neves2020nwpontology,2,0,2
neves2020nwpontology_tx006.ttl,neves2020nwpontology,2,0,2
neves2021grain-production_tx001.ttl,neves2021grain-production,2,0,2
neves2021grain-production_tx002.ttl,neves2021grain-production,2,0,2
niederkofler2019dssapple_tx001.ttl,niederkofler2019dssapple,26,7,33
niederkofler2019dssapple_tx002.ttl,niederkofler2019dssapple,0,4,4
niederkofler2019dssapple_tx003.ttl,niederkofler2019dssapple,0,2,2
niederkofler2019dssapple_tx004.ttl,niederkofler2019dssapple,2,0,2
niederkofler2019dssapple_tx005.ttl,niederkofler2019dssapple,4,0,4
niederkofler2019dssapple_tx006.ttl,niederkofler2019dssapple,5,0,5
niederkofler2019dssapple_tx007.ttl,niederkofler2019dssapple,4,0,4
niederkofler2019dssapple_tx008.ttl,niederkofler2019dssapple,0,3,3
oliveira2007collaboration_tx001.ttl,oliveira2007collaboration,2,0,2
oliveira2007collaboration_tx002.ttl,oliveira2007collaboration,0,4,4
oliveira2007collaboration_tx003.ttl,oliveira2007collaboration,3,0,3
oliveira2007collaboration_tx004.ttl,oliveira2007collaboration,3,0,3
oliveira2007collaboration_tx005.ttl,oliveira2007collaboration,2,0,2
oliveira2022rose_tx001.ttl,oliveira2022rose,0,5,5
oliveira2022rose_tx002.ttl,oliveira2022rose,0,3,3
oliveira2022rose_tx003.ttl,oliveira2022rose,0,3,3
oliveira2022rose_tx004.ttl,oliveira2022rose,6,0,6
oliveira2022rose_tx005.ttl,oliveira2022rose,3,0,3
oliveira2022rose_tx006.ttl,oliveira2022rose,3,0,3
oliveira2022rose_tx007.ttl,oliveira2022rose,3,0,3
oliveira2022rose_tx008.ttl,oliveira2022rose,0,3,3
online-mentoring_tx001.ttl,online-mentoring,11,0,11
online-mentoring_tx002.ttl,online-mentoring,5,0,5
online-mentoring_tx003.ttl,online-mentoring,3,0,3
online-mentoring_tx004.ttl,online-mentoring,3,0,3
pereira2015doacao-orgaos_tx001.ttl,pereira2015doacao-orgaos,8,0,8
pereira2015doacao-orgaos_tx002.ttl,pereira2015doacao-orgaos,13,0,13
pereira2015doacao-orgaos_tx003.ttl,pereira2015doacao-orgaos,2,0,2
photography_tx001.ttl,photography,5,0,5
photography_tx002.ttl,photography,3,0,3
photography_tx003.ttl,photography,3,0,3
plato-ontology2019_tx001.ttl,plato-ontology2019,5,0,5
plato-ontology2019_tx002.ttl,plato-ontology2019,4,0,4
plato-ontology2019_tx003.ttl,plato-ontology2019,16,0,16
plato-ontology2019_tx004.ttl,plato-ontology2019,6,0,6
plato-ontology2019_tx005.ttl,plato-ontology2019,2,0,2
plato-ontology2019_tx006.ttl,plato-ontology2019,5,0,5
plato-ontology2019_tx007.ttl,plato-ontology2019,3,0,3
plato-ontology2019_tx008.ttl,plato-ontology2019,3,0,3
porello2020coex_tx001.ttl,porello2020coex,3,0,3
ppo-o2021_tx001.ttl,ppo-o2021,2,0,2
ppo-o2021_tx002.ttl,ppo-o2021,7,0,7
ppo-o2021_tx003.ttl,ppo-o2021,2,0,2
ppo-o2021_tx004.ttl,ppo-o2021,22,0,22
ppo-o2021_tx005.ttl,ppo-o2021,1,1,2
ppo-o2021_tx006.ttl,ppo-o2021,5,0,5
ppo-o2021_tx007.ttl,ppo-o2021,2,0,2
project-management-ontology_tx001.ttl,project-management-ontology,5,0,5
project-management-ontology_tx002.ttl,project-management-ontology,5,0,5
public-expense-ontology2020_tx001.ttl,public-expense-ontology2020,3,0,3
public-expense-ontology2020_tx002.ttl,public-expense-ontology2020,4,0,4
public-expense-ontology2020_tx003.ttl,public-expense-ontology2020,2,0,2
public-expense-ontology2020_tx004.ttl,public-expense-ontology2020,2,0,2
public-expense-ontology2020_tx005.ttl,public-expense-ontology2020,5,0,5
public-expense-ontology2020_tx006.ttl,public-expense-ontology2020,5,0,5
public-expense-ontology2020_tx007.ttl,public-expense-ontology2020,3,0,3
public-expense-ontology2020_tx008.ttl,public-expense-ontology2020,6,0,6
public-expense-ontology2020_tx009.ttl,public-expense-ontology2020,4,0,4
public-tender_tx001.ttl,public-tender,3,0,3
public-tender_tx002.ttl,public-tender,3,0,3
public-tender_tx003.ttl,public-tender,5,0,5
public-tender_tx004.ttl,public-tender,2,0,2
public-tender_tx005.ttl,public-tender,2,0,2
public-tender_tx006.ttl,public-tender,2,0,2
public-tender_tx007.ttl,public-tender,3,0,3
public-tender_tx008.ttl,public-tender,24,0,24
public-tender_tx009.ttl,public-tender,2,0,2
public-tender_tx010.ttl,public-tender,4,0,4
public-tender_tx011.ttl,public-tender,3,0,3
public-tender_tx012.ttl,public-tender,2,0,2
public-tender_tx013.ttl,public-tender,2,0,2
qam_tx001.ttl,qam,2,0,2
qam_tx002.ttl,qam,3,0,3
qam_tx003.ttl,qam,3,0,3
qam_tx004.ttl,qam,10,0,10
qam_tx005.ttl,qam,11,0,11
quality-assurance-process-ontology2017_tx001.ttl,quality-assurance-process-ontology2017,4,10,14
quality-assurance-process-ontology2017_tx002.ttl,quality-assurance-process-ontology2017,2,5,7
quality-assurance-process-ontology2017_tx003.ttl,quality-assurance-process-ontology2017,0,11,11
quality-assurance-process-ontology2017_tx004.ttl,quality-assurance-process-ontology2017,1,4,5
ramirez2015userfeedback_tx001.ttl,ramirez2015userfeedback,6,0,6
ramirez2015userfeedback_tx002.ttl,ramirez2015userfeedback,4,0,4
ramirez2015userfeedback_tx003.ttl,ramirez2015userfeedback,4,0,4
ramirez2015userfeedback_tx004.ttl,ramirez2015userfeedback,4,0,4
ramirez2015userfeedback_tx005.ttl,ramirez2015userfeedback,2,0,2
ramirez2015userfeedback_tx006.ttl,ramirez2015userfeedback,4,0,4
ramirez2015userfeedback_tx007.ttl,ramirez2015userfeedback,6,0,6
ramirez2015userfeedback_tx008.ttl,ramirez2015userfeedback,4,0,4
ramos2021bias_tx001.ttl,ramos2021bias,0,5,5
ramos2021bias_tx002.ttl,ramos2021bias,10,0,10
ramos2021bias_tx003.ttl,ramos2021bias,7,0,7
ramos2021bias_tx004.ttl,ramos2021bias,2,0,2
ramos2021bias_tx005.ttl,ramos2021bias,5,0,5
ramos2021bias_tx006.ttl,ramos2021bias,5,0,5
ramos2021bias_tx007.ttl,ramos2021bias,3,0,3
ramos2021bias_tx008.ttl,ramos2021bias,3,0,3
ramos2021bias_tx009.ttl,ramos2021bias,2,0,2
real-estate-ontology_tx001.ttl,real-estate-ontology,11,0,11
real-estate-ontology_tx002.ttl,real-estate-ontology,2,0,2
recommendation-ontology_tx001.ttl,recommendation-ontology,4,0,4
recommendation-ontology_tx002.ttl,recommendation-ontology,9,0,9
repa2021public-administration_tx001.ttl,repa2021public-administration,13,1,14
repa2021public-administration_tx002.ttl,repa2021public-administration,10,0,10
richetti2019tdecision_tx001.ttl,richetti2019tdecision,0,8,8
richetti2019tdecision_tx002.ttl,richetti2019tdecision,0,2,2
richetti2019tdecision_tx003.ttl,richetti2019tdecision,0,5,5
richetti2019tdecision_tx004.ttl,richetti2019tdecision,0,3,3
richetti2019tdecision_tx005.ttl,richetti2019tdecision,0,5,5
richetti2019tdecision_tx006.ttl,richetti2019tdecision,0,3,3
richetti2019tdecision_tx007.ttl,richetti2019tdecision,0,2,2
richetti2019tdecision_tx008.ttl,richetti2019tdecision,0,2,2
rodrigues2017urinary-profiles_tx001.ttl,rodrigues2017urinary-profiles,1,2,3
rodrigues2017urinary-profiles_tx002.ttl,rodrigues2017urinary-profiles,3,0,3
rodrigues2017urinary-profiles_tx003.ttl,rodrigues2017urinary-profiles,4,0,4
rodrigues2017urinary-profiles_tx004.ttl,rodrigues2017urinary-profiles,7,0,7
rodrigues2017urinary-profiles_tx005.ttl,rodrigues2017urinary-profiles,2,0,2
rodrigues2017urinary-profiles_tx006.ttl,rodrigues2017urinary-profiles,11,0,11
rodrigues2017urinary-profiles_tx007.ttl,rodrigues2017urinary-profiles,0,10,10
rodrigues2017urinary-profiles_tx008.ttl,rodrigues2017urinary-profiles,4,5,9
rodrigues2017urinary-profiles_tx009.ttl,rodrigues2017urinary-profiles,1,1,2
rodrigues2019ontocrime_tx001.ttl,rodrigues2019ontocrime,29,0,29
rodrigues2019ontocrime_tx002.ttl,rodrigues2019ontocrime,0,2,2
rodrigues2019ontocrime_tx003.ttl,rodrigues2019ontocrime,0,11,11
rodrigues2019ontocrime_tx004.ttl,rodrigues2019ontocrime,4,4,8
rodrigues2019ontocrime_tx005.ttl,rodrigues2019ontocrime,0,7,7
rodrigues2019ontocrime_tx006.ttl,rodrigues2019ontocrime,0,21,21
rodrigues2019ontocrime_tx007.ttl,rodrigues2019ontocrime,13,11,24
rodrigues2019ontocrime_tx008.ttl,rodrigues2019ontocrime,0,2,2
rodrigues2019turbidite_tx001.ttl,rodrigues2019turbidite,12,0,12
rodrigues2019turbidite_tx002.ttl,rodrigues2019turbidite,4,0,4
rodrigues2019turbidite_tx003.ttl,rodrigues2019turbidite,9,0,9
rodrigues2019turbidite_tx004.ttl,rodrigues2019turbidite,14,0,14
romanenko2023what_tx001.ttl,romanenko2023what,13,0,13
romanenko2023what_tx002.ttl,romanenko2023what,3,0,3
romanenko2023what_tx003.ttl,romanenko2023what,3,0,3
romanenko2023what_tx004.ttl,romanenko2023what,13,0,13
romanenko2023what_tx005.ttl,romanenko2023what,8,0,8
romanenko2023what_tx006.ttl,romanenko2023what,3,0,3
saleme2019mulseonto_tx001.ttl,saleme2019mulseonto,0,75,75
sales2018competition_tx001.ttl,sales2018competition,2,0,2
sales2018competition_tx002.ttl,sales2018competition,3,0,3
sales2018competition_tx003.ttl,sales2018competition,3,0,3
sales2018competition_tx004.ttl,sales2018competition,4,1,5
sales2018competition_tx005.ttl,sales2018competition,6,0,6
sales2018competition_tx006.ttl,sales2018competition,3,0,3
sales2018cover_tx001.ttl,sales2018cover,14,0,14
sales2018cover_tx002.ttl,sales2018cover,14,0,14
sales2018cover_tx003.ttl,sales2018cover,14,0,14
sales2018cover_tx004.ttl,sales2018cover,0,15,15
santos2020valuenetworks_tx001.ttl,santos2020valuenetworks,5,0,5
santos2020valuenetworks_tx002.ttl,santos2020valuenetworks,5,0,5
santos2020valuenetworks_tx003.ttl,santos2020valuenetworks,3,0,3
sikora2021online-education_tx001.ttl,sikora2021online-education,27,0,27
sikora2021online-education_tx002.ttl,sikora2021online-education,4,0,4
sikora2021online-education_tx003.ttl,sikora2021online-education,3,0,3
sikora2021online-education_tx004.ttl,sikora2021online-education,3,0,3
sikora2021online-education_tx005.ttl,sikora2021online-education,3,0,3
sikora2021online-education_tx006.ttl,sikora2021online-education,6,0,6
silva2012itarchitecture_tx001.ttl,silva2012itarchitecture,46,0,46
silva2012itarchitecture_tx002.ttl,silva2012itarchitecture,3,0,3
silva2012itarchitecture_tx003.ttl,silva2012itarchitecture,11,0,11
silva2012itarchitecture_tx004.ttl,silva2012itarchitecture,3,0,3
silva2012itarchitecture_tx005.ttl,silva2012itarchitecture,8,0,8
silveira2021oap_tx001.ttl,silveira2021oap,3,0,3
silveira2021oap_tx002.ttl,silveira2021oap,2,0,2
silveira2021oap_tx003.ttl,silveira2021oap,2,0,2
silveira2021oap_tx004.ttl,silveira2021oap,5,0,5
silveira2021oap_tx005.ttl,silveira2021oap,8,0,8
social-contract_tx001.ttl,social-contract,4,0,4
social-contract_tx002.ttl,social-contract,5,0,5
social-contract_tx003.ttl,social-contract,3,0,3
sousa2022triponto_tx001.ttl,sousa2022triponto,3,0,3
sousa2022triponto_tx002.ttl,sousa2022triponto,3,0,3
sousa2022triponto_tx003.ttl,sousa2022triponto,5,0,5
sousa2022triponto_tx004.ttl,sousa2022triponto,9,0,9
sousa2022triponto_tx005.ttl,sousa2022triponto,3,0,3
sousa2022triponto_tx006.ttl,sousa2022triponto,6,0,6
sousa2022triponto_tx007.ttl,sousa2022triponto,3,0,3
spmo2017_tx001.ttl,spmo2017,1,2,3
spmo2017_tx002.ttl,spmo2017,0,5,5
spmo2017_tx003.ttl,spmo2017,1,1,2
spmo2017_tx004.ttl,spmo2017,2,5,7
spmo2017_tx005.ttl,spmo2017,5,5,10
spmo2017_tx006.ttl,spmo2017,0,3,3
spmo2017_tx007.ttl,spmo2017,0,2,2
spo2017_tx001.ttl,spo2017,0,18,18
spo2017_tx002.ttl,spo2017,1,1,2
spo2017_tx003.ttl,spo2017,9,2,11
spo2017_tx004.ttl,spo2017,0,5,5
spo2017_tx005.ttl,spo2017,10,7,17
spo2017_tx006.ttl,spo2017,0,2,2
spo2017_tx007.ttl,spo2017,19,5,24
spo2017_tx008.ttl,spo2017,0,29,29
sportbooking2021_tx001.ttl,sportbooking2021,6,0,6
sportbooking2021_tx002.ttl,sportbooking2021,5,0,5
sportbooking2021_tx003.ttl,sportbooking2021,4,0,4
sportbooking2021_tx004.ttl,sportbooking2021,4,0,4
sportbooking2021_tx005.ttl,sportbooking2021,3,0,3
srro-ontology_tx001.ttl,srro-ontology,13,0,13
srro-ontology_tx002.ttl,srro-ontology,3,0,3
srro-ontology_tx003.ttl,srro-ontology,3,0,3
stock-broker2021_tx001.ttl,stock-broker2021,12,0,12
swo2016_tx001.ttl,swo2016,0,15,15
tourbo2021_tx001.ttl,tourbo2021,14,0,14
tourbo2021_tx002.ttl,tourbo2021,2,0,2
tourbo2021_tx003.ttl,tourbo2021,4,0,4
tourbo2021_tx004.ttl,tourbo2021,3,0,3
tourbo2021_tx005.ttl,tourbo2021,5,0,5
tourbo2021_tx006.ttl,tourbo2021,4,0,4
tourbo2021_tx007.ttl,tourbo2021,3,0,3
tourbo2021_tx008.ttl,tourbo2021,3,0,3
unimatch-ontology2022_tx001.ttl,unimatch-ontology2022,6,0,6
unimatch-ontology2022_tx002.ttl,unimatch-ontology2022,5,0,5
unimatch-ontology2022_tx003.ttl,unimatch-ontology2022,7,0,7
university-ontology_tx001.ttl,university-ontology,3,0,3
university-ontology_tx002.ttl,university-ontology,4,0,4
university-ontology_tx003.ttl,university-ontology,10,0,10
university-ontology_tx004.ttl,university-ontology,3,0,3
valaski2020medical-appointment_tx001.ttl,valaski2020medical-appointment,3,0,3
van-wingerde2020smart-contracts_tx001.ttl,van-wingerde2020smart-contracts,3,0,3
van-wingerde2020smart-contracts_tx002.ttl,van-wingerde2020smart-contracts,3,0,3
van-wingerde2020smart-contracts_tx003.ttl,van-wingerde2020smart-contracts,3,0,3
van-wingerde2020smart-contracts_tx004.ttl,van-wingerde2020smart-contracts,2,0,2
vieira2020weathering_tx001.ttl,vieira2020weathering,8,2,10
vieira2020weathering_tx002.ttl,vieira2020weathering,4,0,4
vieira2020weathering_tx003.ttl,vieira2020weathering,0,5,5
vieira2020weathering_tx004.ttl,vieira2020weathering,0,5,5
vieira2020weathering_tx005.ttl,vieira2020weathering,0,6,6
weigand2021artifact_tx001.ttl,weigand2021artifact,4,0,4
weigand2021artifact_tx002.ttl,weigand2021artifact,0,2,2
weigand2021artifact_tx003.ttl,weigand2021artifact,14,0,14
weigand2021artifact_tx004.ttl,weigand2021artifact,0,4,4
weigand2021artifact_tx005.ttl,weigand2021artifact,5,0,5
weigand2021artifact_tx006.ttl,weigand2021artifact,0,2,2
weigand2021artifact_tx007.ttl,weigand2021artifact,0,3,3
weigand2021artifact_tx008.ttl,weigand2021artifact,0,3,3
zanetti2019orm-o_tx001.ttl,zanetti2019orm-o,7,0,7
zanetti2019orm-o_tx002.ttl,zanetti2019orm-o,5,0,5
zanetti2019orm-o_tx003.ttl,zanetti2019orm-o,5,0,5
zanetti2019orm-o_tx004.ttl,zanetti2019orm-o,4,0,4
zanetti2019orm-o_tx005.ttl,zanetti2019orm-o,3,0,3
zanetti2019orm-o_tx006.ttl,zanetti2019orm-o,3,0,3
zanetti2019orm-o_tx007.ttl,zanetti2019orm-o,4,0,4
zhou2017hazard_tx001.ttl,zhou2017hazard,0,3,3
zhou2017hazard_tx002.ttl,zhou2017hazard,0,2,2
zhou2017hazard_tx003.ttl,zhou2017hazard,0,2,2
zhou2017hazard_tx004.ttl,zhou2017hazard,0,3,3
zhou2017hazard_tx005.ttl,zhou2017hazard,0,3,3
