taxonomy_name,percentage,execution_number
fonseca2022incorporating_tx001.ttl,20,6
fonseca2022incorporating_tx001.ttl,20,7
fonseca2022incorporating_tx001.ttl,20,8
fonseca2022incorporating_tx001.ttl,20,10
fonseca2022incorporating_tx001.ttl,40,1
fonseca2022incorporating_tx001.ttl,40,2
fonseca2022incorporating_tx001.ttl,40,3
fonseca2022incorporating_tx001.ttl,40,4
fonseca2022incorporating_tx001.ttl,40,5
fonseca2022incorporating_tx001.ttl,40,6
fonseca2022incorporating_tx001.ttl,40,7
fonseca2022incorporating_tx001.ttl,40,8
fonseca2022incorporating_tx001.ttl,40,9
fonseca2022incorporating_tx001.ttl,40,10
fonseca2022incorporating_tx001.ttl,60,1
fonseca2022incorporating_tx001.ttl,60,2
fonseca2022incorporating_tx001.ttl,60,3
fonseca2022incorporating_tx001.ttl,60,4
fonseca2022incorporating_tx001.ttl,60,5
fonseca2022incorporating_tx001.ttl,60,6
fonseca2022incorporating_tx001.ttl,60,7
fonseca2022incorporating_tx001.ttl,60,8
fonseca2022incorporating_tx001.ttl,60,9
fonseca2022incorporating_tx001.ttl,60,10
fonseca2022incorporating_tx001.ttl,80,1
fonseca2022incorporating_tx001.ttl,80,2
fonseca2022incorporating_tx001.ttl,80,3
fonseca2022incorporating_tx001.ttl,80,4
fonseca2022incorporating_tx001.ttl,80,5
fonseca2022incorporating_tx001.ttl,80,6
fonseca2022incorporating_tx001.ttl,80,7
fonseca2022incorporating_tx001.ttl,80,8
fonseca2022incorporating_tx001.ttl,80,9
fonseca2022incorporating_tx001.ttl,80,10
fonseca2022incorporating_tx003.ttl,40,1
fonseca2022incorporating_tx003.ttl,40,2
fonseca2022incorporating_tx003.ttl,40,3
fonseca2022incorporating_tx003.ttl,40,4
fonseca2022incorporating_tx003.ttl,40,5
fonseca2022incorporating_tx003.ttl,40,6
fonseca2022incorporating_tx003.ttl,40,8
fonseca2022incorporating_tx003.ttl,40,10
fonseca2022incorporating_tx003.ttl,60,1
fonseca2022incorporating_tx003.ttl,60,2
fonseca2022incorporating_tx003.ttl,60,3
fonseca2022incorporating_tx003.ttl,60,4
fonseca2022incorporating_tx003.ttl,60,5
fonseca2022incorporating_tx003.ttl,60,6
fonseca2022incorporating_tx003.ttl,60,7
fonseca2022incorporating_tx003.ttl,60,8
fonseca2022incorporating_tx003.ttl,60,9
fonseca2022incorporating_tx003.ttl,60,10
fonseca2022incorporating_tx003.ttl,80,1
fonseca2022incorporating_tx003.ttl,80,2
fonseca2022incorporating_tx003.ttl,80,3
fonseca2022incorporating_tx003.ttl,80,4
fonseca2022incorporating_tx003.ttl,80,5
fonseca2022incorporating_tx003.ttl,80,6
fonseca2022incorporating_tx003.ttl,80,7
fonseca2022incorporating_tx003.ttl,80,8
fonseca2022incorporating_tx003.ttl,80,9
fonseca2022incorporating_tx003.ttl,80,10
fonseca2022incorporating_tx006.ttl,20,1
fonseca2022incorporating_tx006.ttl,20,2
fonseca2022incorporating_tx006.ttl,20,3
fonseca2022incorporating_tx006.ttl,20,4
fonseca2022incorporating_tx006.ttl,20,5
fonseca2022incorporating_tx006.ttl,20,6
fonseca2022incorporating_tx006.ttl,20,7
fonseca2022incorporating_tx006.ttl,20,8
fonseca2022incorporating_tx006.ttl,20,9
fonseca2022incorporating_tx006.ttl,20,10
fonseca2022incorporating_tx006.ttl,40,1
fonseca2022incorporating_tx006.ttl,40,2
fonseca2022incorporating_tx006.ttl,40,3
fonseca2022incorporating_tx006.ttl,40,4
fonseca2022incorporating_tx006.ttl,40,5
fonseca2022incorporating_tx006.ttl,40,6
fonseca2022incorporating_tx006.ttl,40,7
fonseca2022incorporating_tx006.ttl,40,8
fonseca2022incorporating_tx006.ttl,40,9
fonseca2022incorporating_tx006.ttl,40,10
fonseca2022incorporating_tx006.ttl,60,1
fonseca2022incorporating_tx006.ttl,60,2
fonseca2022incorporating_tx006.ttl,60,3
fonseca2022incorporating_tx006.ttl,60,4
fonseca2022incorporating_tx006.ttl,60,5
fonseca2022incorporating_tx006.ttl,60,6
fonseca2022incorporating_tx006.ttl,60,7
fonseca2022incorporating_tx006.ttl,60,8
fonseca2022incorporating_tx006.ttl,60,9
fonseca2022incorporating_tx006.ttl,60,10
fonseca2022incorporating_tx006.ttl,80,1
fonseca2022incorporating_tx006.ttl,80,2
fonseca2022incorporating_tx006.ttl,80,3
fonseca2022incorporating_tx006.ttl,80,4
fonseca2022incorporating_tx006.ttl,80,5
fonseca2022incorporating_tx006.ttl,80,6
fonseca2022incorporating_tx006.ttl,80,7
fonseca2022incorporating_tx006.ttl,80,8
fonseca2022incorporating_tx006.ttl,80,9
fonseca2022incorporating_tx006.ttl,80,10
fraller2019abc_tx003.ttl,20,1
fraller2019abc_tx003.ttl,20,2
fraller2019abc_tx003.ttl,20,3
fraller2019abc_tx003.ttl,20,4
fraller2019abc_tx003.ttl,20,5
fraller2019abc_tx003.ttl,20,8
fraller2019abc_tx003.ttl,20,9
fraller2019abc_tx003.ttl,20,10
fraller2019abc_tx003.ttl,40,2
fraller2019abc_tx003.ttl,40,3
fraller2019abc_tx003.ttl,40,4
fraller2019abc_tx003.ttl,40,5
fraller2019abc_tx003.ttl,40,6
fraller2019abc_tx003.ttl,40,7
fraller2019abc_tx003.ttl,40,8
fraller2019abc_tx003.ttl,40,9
fraller2019abc_tx003.ttl,40,10
fraller2019abc_tx003.ttl,60,1
fraller2019abc_tx003.ttl,60,2
fraller2019abc_tx003.ttl,60,3
fraller2019abc_tx003.ttl,60,4
fraller2019abc_tx003.ttl,60,5
fraller2019abc_tx003.ttl,60,6
fraller2019abc_tx003.ttl,60,7
fraller2019abc_tx003.ttl,60,8
fraller2019abc_tx003.ttl,60,9
fraller2019abc_tx003.ttl,60,10
fraller2019abc_tx003.ttl,80,1
fraller2019abc_tx003.ttl,80,2
fraller2019abc_tx003.ttl,80,3
fraller2019abc_tx003.ttl,80,4
fraller2019abc_tx003.ttl,80,5
fraller2019abc_tx003.ttl,80,6
fraller2019abc_tx003.ttl,80,7
fraller2019abc_tx003.ttl,80,8
fraller2019abc_tx003.ttl,80,9
fraller2019abc_tx003.ttl,80,10
franco2018rpg_tx002.ttl,20,1
franco2018rpg_tx002.ttl,20,2
franco2018rpg_tx002.ttl,20,3
franco2018rpg_tx002.ttl,20,4
franco2018rpg_tx002.ttl,20,5
franco2018rpg_tx002.ttl,20,6
franco2018rpg_tx002.ttl,20,7
franco2018rpg_tx002.ttl,20,8
franco2018rpg_tx002.ttl,20,9
franco2018rpg_tx002.ttl,20,10
franco2018rpg_tx002.ttl,40,1
franco2018rpg_tx002.ttl,40,2
franco2018rpg_tx002.ttl,40,3
franco2018rpg_tx002.ttl,40,4
franco2018rpg_tx002.ttl,40,5
franco2018rpg_tx002.ttl,40,6
franco2018rpg_tx002.ttl,40,7
franco2018rpg_tx002.ttl,40,8
franco2018rpg_tx002.ttl,40,9
franco2018rpg_tx002.ttl,40,10
franco2018rpg_tx002.ttl,60,1
franco2018rpg_tx002.ttl,60,2
franco2018rpg_tx002.ttl,60,3
franco2018rpg_tx002.ttl,60,4
franco2018rpg_tx002.ttl,60,5
franco2018rpg_tx002.ttl,60,6
franco2018rpg_tx002.ttl,60,7
franco2018rpg_tx002.ttl,60,8
franco2018rpg_tx002.ttl,60,9
franco2018rpg_tx002.ttl,60,10
franco2018rpg_tx002.ttl,80,1
franco2018rpg_tx002.ttl,80,2
franco2018rpg_tx002.ttl,80,3
franco2018rpg_tx002.ttl,80,4
franco2018rpg_tx002.ttl,80,5
franco2018rpg_tx002.ttl,80,6
franco2018rpg_tx002.ttl,80,7
franco2018rpg_tx002.ttl,80,8
franco2018rpg_tx002.ttl,80,9
franco2018rpg_tx002.ttl,80,10
freshbz2023_tx011.ttl,20,1
freshbz2023_tx011.ttl,20,2
freshbz2023_tx011.ttl,20,3
freshbz2023_tx011.ttl,20,4
freshbz2023_tx011.ttl,20,5
freshbz2023_tx011.ttl,20,6
freshbz2023_tx011.ttl,20,7
freshbz2023_tx011.ttl,20,8
freshbz2023_tx011.ttl,20,9
freshbz2023_tx011.ttl,20,10
freshbz2023_tx011.ttl,40,1
freshbz2023_tx011.ttl,40,2
freshbz2023_tx011.ttl,40,3
freshbz2023_tx011.ttl,40,4
freshbz2023_tx011.ttl,40,5
freshbz2023_tx011.ttl,40,6
freshbz2023_tx011.ttl,40,7
freshbz2023_tx011.ttl,40,8
freshbz2023_tx011.ttl,40,9
freshbz2023_tx011.ttl,40,10
freshbz2023_tx011.ttl,60,1
freshbz2023_tx011.ttl,60,2
freshbz2023_tx011.ttl,60,3
freshbz2023_tx011.ttl,60,4
freshbz2023_tx011.ttl,60,5
freshbz2023_tx011.ttl,60,6
freshbz2023_tx011.ttl,60,7
freshbz2023_tx011.ttl,60,8
freshbz2023_tx011.ttl,60,9
freshbz2023_tx011.ttl,60,10
freshbz2023_tx011.ttl,80,1
freshbz2023_tx011.ttl,80,2
freshbz2023_tx011.ttl,80,3
freshbz2023_tx011.ttl,80,4
freshbz2023_tx011.ttl,80,5
freshbz2023_tx011.ttl,80,6
freshbz2023_tx011.ttl,80,7
freshbz2023_tx011.ttl,80,8
freshbz2023_tx011.ttl,80,9
freshbz2023_tx011.ttl,80,10
freshbz2023_tx012.ttl,40,7
freshbz2023_tx012.ttl,40,9
freshbz2023_tx012.ttl,40,10
freshbz2023_tx012.ttl,60,1
freshbz2023_tx012.ttl,60,2
freshbz2023_tx012.ttl,60,3
freshbz2023_tx012.ttl,60,4
freshbz2023_tx012.ttl,60,5
freshbz2023_tx012.ttl,60,6
freshbz2023_tx012.ttl,60,7
freshbz2023_tx012.ttl,60,8
freshbz2023_tx012.ttl,60,9
freshbz2023_tx012.ttl,60,10
freshbz2023_tx012.ttl,80,1
freshbz2023_tx012.ttl,80,2
freshbz2023_tx012.ttl,80,3
freshbz2023_tx012.ttl,80,4
freshbz2023_tx012.ttl,80,5
freshbz2023_tx012.ttl,80,6
freshbz2023_tx012.ttl,80,7
freshbz2023_tx012.ttl,80,8
freshbz2023_tx012.ttl,80,9
freshbz2023_tx012.ttl,80,10
freshbz2023_tx014.ttl,20,1
freshbz2023_tx014.ttl,20,2
freshbz2023_tx014.ttl,20,3
freshbz2023_tx014.ttl,20,4
freshbz2023_tx014.ttl,20,5
freshbz2023_tx014.ttl,20,6
freshbz2023_tx014.ttl,20,7
freshbz2023_tx014.ttl,20,8
freshbz2023_tx014.ttl,20,9
freshbz2023_tx014.ttl,20,10
freshbz2023_tx014.ttl,40,1
freshbz2023_tx014.ttl,40,2
freshbz2023_tx014.ttl,40,3
freshbz2023_tx014.ttl,40,4
freshbz2023_tx014.ttl,40,5
freshbz2023_tx014.ttl,40,6
freshbz2023_tx014.ttl,40,7
freshbz2023_tx014.ttl,40,8
freshbz2023_tx014.ttl,40,9
freshbz2023_tx014.ttl,40,10
freshbz2023_tx014.ttl,60,1
freshbz2023_tx014.ttl,60,2
freshbz2023_tx014.ttl,60,3
freshbz2023_tx014.ttl,60,4
freshbz2023_tx014.ttl,60,5
freshbz2023_tx014.ttl,60,6
freshbz2023_tx014.ttl,60,7
freshbz2023_tx014.ttl,60,8
freshbz2023_tx014.ttl,60,9
freshbz2023_tx014.ttl,60,10
freshbz2023_tx014.ttl,80,1
freshbz2023_tx014.ttl,80,2
freshbz2023_tx014.ttl,80,3
freshbz2023_tx014.ttl,80,4
freshbz2023_tx014.ttl,80,5
freshbz2023_tx014.ttl,80,6
freshbz2023_tx014.ttl,80,7
freshbz2023_tx014.ttl,80,8
freshbz2023_tx014.ttl,80,9
freshbz2023_tx014.ttl,80,10
g809-2015_tx002.ttl,20,3
g809-2015_tx002.ttl,20,4
g809-2015_tx002.ttl,20,6
g809-2015_tx002.ttl,20,7
g809-2015_tx002.ttl,20,9
g809-2015_tx002.ttl,20,10
g809-2015_tx002.ttl,40,1
g809-2015_tx002.ttl,40,3
g809-2015_tx002.ttl,40,4
g809-2015_tx002.ttl,40,5
g809-2015_tx002.ttl,40,6
g809-2015_tx002.ttl,40,7
g809-2015_tx002.ttl,40,8
g809-2015_tx002.ttl,40,9
g809-2015_tx002.ttl,40,10
g809-2015_tx002.ttl,60,1
g809-2015_tx002.ttl,60,2
g809-2015_tx002.ttl,60,3
g809-2015_tx002.ttl,60,4
g809-2015_tx002.ttl,60,5
g809-2015_tx002.ttl,60,6
g809-2015_tx002.ttl,60,7
g809-2015_tx002.ttl,60,8
g809-2015_tx002.ttl,60,9
g809-2015_tx002.ttl,60,10
g809-2015_tx002.ttl,80,1
g809-2015_tx002.ttl,80,2
g809-2015_tx002.ttl,80,3
g809-2015_tx002.ttl,80,4
g809-2015_tx002.ttl,80,5
g809-2015_tx002.ttl,80,6
g809-2015_tx002.ttl,80,7
g809-2015_tx002.ttl,80,8
g809-2015_tx002.ttl,80,9
g809-2015_tx002.ttl,80,10
gi2mo_tx006.ttl,20,1
gi2mo_tx006.ttl,20,2
gi2mo_tx006.ttl,20,4
gi2mo_tx006.ttl,20,5
gi2mo_tx006.ttl,20,6
gi2mo_tx006.ttl,20,7
gi2mo_tx006.ttl,20,9
gi2mo_tx006.ttl,40,1
gi2mo_tx006.ttl,40,2
gi2mo_tx006.ttl,40,3
gi2mo_tx006.ttl,40,4
gi2mo_tx006.ttl,40,5
gi2mo_tx006.ttl,40,6
gi2mo_tx006.ttl,40,7
gi2mo_tx006.ttl,40,8
gi2mo_tx006.ttl,40,9
gi2mo_tx006.ttl,40,10
gi2mo_tx006.ttl,60,1
gi2mo_tx006.ttl,60,2
gi2mo_tx006.ttl,60,3
gi2mo_tx006.ttl,60,4
gi2mo_tx006.ttl,60,5
gi2mo_tx006.ttl,60,6
gi2mo_tx006.ttl,60,7
gi2mo_tx006.ttl,60,8
gi2mo_tx006.ttl,60,9
gi2mo_tx006.ttl,60,10
gi2mo_tx006.ttl,80,1
gi2mo_tx006.ttl,80,2
gi2mo_tx006.ttl,80,3
gi2mo_tx006.ttl,80,4
gi2mo_tx006.ttl,80,5
gi2mo_tx006.ttl,80,6
gi2mo_tx006.ttl,80,7
gi2mo_tx006.ttl,80,8
gi2mo_tx006.ttl,80,9
gi2mo_tx006.ttl,80,10
goncalves2011ecg_tx003.ttl,20,1
goncalves2011ecg_tx003.ttl,20,2
goncalves2011ecg_tx003.ttl,20,3
goncalves2011ecg_tx003.ttl,20,4
goncalves2011ecg_tx003.ttl,20,5
goncalves2011ecg_tx003.ttl,20,6
goncalves2011ecg_tx003.ttl,20,7
goncalves2011ecg_tx003.ttl,20,8
goncalves2011ecg_tx003.ttl,20,9
goncalves2011ecg_tx003.ttl,20,10
goncalves2011ecg_tx003.ttl,40,1
goncalves2011ecg_tx003.ttl,40,2
goncalves2011ecg_tx003.ttl,40,3
goncalves2011ecg_tx003.ttl,40,4
goncalves2011ecg_tx003.ttl,40,5
goncalves2011ecg_tx003.ttl,40,6
goncalves2011ecg_tx003.ttl,40,7
goncalves2011ecg_tx003.ttl,40,8
goncalves2011ecg_tx003.ttl,40,9
goncalves2011ecg_tx003.ttl,40,10
goncalves2011ecg_tx003.ttl,60,1
goncalves2011ecg_tx003.ttl,60,2
goncalves2011ecg_tx003.ttl,60,3
goncalves2011ecg_tx003.ttl,60,4
goncalves2011ecg_tx003.ttl,60,5
goncalves2011ecg_tx003.ttl,60,6
goncalves2011ecg_tx003.ttl,60,7
goncalves2011ecg_tx003.ttl,60,8
goncalves2011ecg_tx003.ttl,60,9
goncalves2011ecg_tx003.ttl,60,10
goncalves2011ecg_tx003.ttl,80,1
goncalves2011ecg_tx003.ttl,80,2
goncalves2011ecg_tx003.ttl,80,3
goncalves2011ecg_tx003.ttl,80,4
goncalves2011ecg_tx003.ttl,80,5
goncalves2011ecg_tx003.ttl,80,6
goncalves2011ecg_tx003.ttl,80,7
goncalves2011ecg_tx003.ttl,80,8
goncalves2011ecg_tx003.ttl,80,9
goncalves2011ecg_tx003.ttl,80,10
goncalves2011ecg_tx007.ttl,40,2
goncalves2011ecg_tx007.ttl,40,3
goncalves2011ecg_tx007.ttl,40,4
goncalves2011ecg_tx007.ttl,40,5
goncalves2011ecg_tx007.ttl,40,6
goncalves2011ecg_tx007.ttl,40,8
goncalves2011ecg_tx007.ttl,40,9
goncalves2011ecg_tx007.ttl,60,1
goncalves2011ecg_tx007.ttl,60,3
goncalves2011ecg_tx007.ttl,60,4
goncalves2011ecg_tx007.ttl,60,5
goncalves2011ecg_tx007.ttl,60,6
goncalves2011ecg_tx007.ttl,60,7
goncalves2011ecg_tx007.ttl,60,8
goncalves2011ecg_tx007.ttl,60,9
goncalves2011ecg_tx007.ttl,80,1
goncalves2011ecg_tx007.ttl,80,2
goncalves2011ecg_tx007.ttl,80,3
goncalves2011ecg_tx007.ttl,80,4
goncalves2011ecg_tx007.ttl,80,5
goncalves2011ecg_tx007.ttl,80,6
goncalves2011ecg_tx007.ttl,80,7
goncalves2011ecg_tx007.ttl,80,8
goncalves2011ecg_tx007.ttl,80,9
goncalves2011ecg_tx007.ttl,80,10
guizzardi2005ontological_tx001.ttl,20,1
guizzardi2005ontological_tx001.ttl,20,2
guizzardi2005ontological_tx001.ttl,20,3
guizzardi2005ontological_tx001.ttl,20,4
guizzardi2005ontological_tx001.ttl,20,5
guizzardi2005ontological_tx001.ttl,20,6
guizzardi2005ontological_tx001.ttl,20,7
guizzardi2005ontological_tx001.ttl,20,9
guizzardi2005ontological_tx001.ttl,20,10
guizzardi2005ontological_tx001.ttl,40,1
guizzardi2005ontological_tx001.ttl,40,2
guizzardi2005ontological_tx001.ttl,40,3
guizzardi2005ontological_tx001.ttl,40,4
guizzardi2005ontological_tx001.ttl,40,5
guizzardi2005ontological_tx001.ttl,40,6
guizzardi2005ontological_tx001.ttl,40,7
guizzardi2005ontological_tx001.ttl,40,8
guizzardi2005ontological_tx001.ttl,40,9
guizzardi2005ontological_tx001.ttl,40,10
guizzardi2005ontological_tx001.ttl,60,1
guizzardi2005ontological_tx001.ttl,60,2
guizzardi2005ontological_tx001.ttl,60,3
guizzardi2005ontological_tx001.ttl,60,4
guizzardi2005ontological_tx001.ttl,60,5
guizzardi2005ontological_tx001.ttl,60,6
guizzardi2005ontological_tx001.ttl,60,7
guizzardi2005ontological_tx001.ttl,60,8
guizzardi2005ontological_tx001.ttl,60,9
guizzardi2005ontological_tx001.ttl,60,10
guizzardi2005ontological_tx001.ttl,80,1
guizzardi2005ontological_tx001.ttl,80,2
guizzardi2005ontological_tx001.ttl,80,3
guizzardi2005ontological_tx001.ttl,80,4
guizzardi2005ontological_tx001.ttl,80,5
guizzardi2005ontological_tx001.ttl,80,6
guizzardi2005ontological_tx001.ttl,80,7
guizzardi2005ontological_tx001.ttl,80,8
guizzardi2005ontological_tx001.ttl,80,9
guizzardi2005ontological_tx001.ttl,80,10
guizzardi2005ontological_tx004.ttl,20,1
guizzardi2005ontological_tx004.ttl,20,2
guizzardi2005ontological_tx004.ttl,20,3
guizzardi2005ontological_tx004.ttl,20,4
guizzardi2005ontological_tx004.ttl,20,5
guizzardi2005ontological_tx004.ttl,20,6
guizzardi2005ontological_tx004.ttl,20,7
guizzardi2005ontological_tx004.ttl,20,8
guizzardi2005ontological_tx004.ttl,20,9
guizzardi2005ontological_tx004.ttl,20,10
guizzardi2005ontological_tx004.ttl,40,1
guizzardi2005ontological_tx004.ttl,40,2
guizzardi2005ontological_tx004.ttl,40,3
guizzardi2005ontological_tx004.ttl,40,4
guizzardi2005ontological_tx004.ttl,40,5
guizzardi2005ontological_tx004.ttl,40,6
guizzardi2005ontological_tx004.ttl,40,7
guizzardi2005ontological_tx004.ttl,40,8
guizzardi2005ontological_tx004.ttl,40,9
guizzardi2005ontological_tx004.ttl,40,10
guizzardi2005ontological_tx004.ttl,60,1
guizzardi2005ontological_tx004.ttl,60,2
guizzardi2005ontological_tx004.ttl,60,3
guizzardi2005ontological_tx004.ttl,60,4
guizzardi2005ontological_tx004.ttl,60,5
guizzardi2005ontological_tx004.ttl,60,6
guizzardi2005ontological_tx004.ttl,60,7
guizzardi2005ontological_tx004.ttl,60,8
guizzardi2005ontological_tx004.ttl,60,9
guizzardi2005ontological_tx004.ttl,60,10
guizzardi2005ontological_tx004.ttl,80,1
guizzardi2005ontological_tx004.ttl,80,2
guizzardi2005ontological_tx004.ttl,80,3
guizzardi2005ontological_tx004.ttl,80,4
guizzardi2005ontological_tx004.ttl,80,5
guizzardi2005ontological_tx004.ttl,80,6
guizzardi2005ontological_tx004.ttl,80,7
guizzardi2005ontological_tx004.ttl,80,8
guizzardi2005ontological_tx004.ttl,80,9
guizzardi2005ontological_tx004.ttl,80,10
guizzardi2005ontological_tx005.ttl,20,1
guizzardi2005ontological_tx005.ttl,20,2
guizzardi2005ontological_tx005.ttl,20,3
guizzardi2005ontological_tx005.ttl,20,4
guizzardi2005ontological_tx005.ttl,20,5
guizzardi2005ontological_tx005.ttl,20,6
guizzardi2005ontological_tx005.ttl,20,7
guizzardi2005ontological_tx005.ttl,20,8
guizzardi2005ontological_tx005.ttl,20,9
guizzardi2005ontological_tx005.ttl,20,10
guizzardi2005ontological_tx005.ttl,40,1
guizzardi2005ontological_tx005.ttl,40,2
guizzardi2005ontological_tx005.ttl,40,3
guizzardi2005ontological_tx005.ttl,40,4
guizzardi2005ontological_tx005.ttl,40,5
guizzardi2005ontological_tx005.ttl,40,6
guizzardi2005ontological_tx005.ttl,40,7
guizzardi2005ontological_tx005.ttl,40,8
guizzardi2005ontological_tx005.ttl,40,9
guizzardi2005ontological_tx005.ttl,40,10
guizzardi2005ontological_tx005.ttl,60,1
guizzardi2005ontological_tx005.ttl,60,2
guizzardi2005ontological_tx005.ttl,60,3
guizzardi2005ontological_tx005.ttl,60,4
guizzardi2005ontological_tx005.ttl,60,5
guizzardi2005ontological_tx005.ttl,60,6
guizzardi2005ontological_tx005.ttl,60,7
guizzardi2005ontological_tx005.ttl,60,8
guizzardi2005ontological_tx005.ttl,60,9
guizzardi2005ontological_tx005.ttl,60,10
guizzardi2005ontological_tx005.ttl,80,1
guizzardi2005ontological_tx005.ttl,80,2
guizzardi2005ontological_tx005.ttl,80,3
guizzardi2005ontological_tx005.ttl,80,4
guizzardi2005ontological_tx005.ttl,80,5
guizzardi2005ontological_tx005.ttl,80,6
guizzardi2005ontological_tx005.ttl,80,7
guizzardi2005ontological_tx005.ttl,80,8
guizzardi2005ontological_tx005.ttl,80,9
guizzardi2005ontological_tx005.ttl,80,10
health-organizations_tx001.ttl,20,1
health-organizations_tx001.ttl,20,2
health-organizations_tx001.ttl,20,3
health-organizations_tx001.ttl,20,4
health-organizations_tx001.ttl,20,5
health-organizations_tx001.ttl,20,6
health-organizations_tx001.ttl,20,7
health-organizations_tx001.ttl,20,8
health-organizations_tx001.ttl,20,9
health-organizations_tx001.ttl,20,10
health-organizations_tx001.ttl,40,1
health-organizations_tx001.ttl,40,2
health-organizations_tx001.ttl,40,3
health-organizations_tx001.ttl,40,4
health-organizations_tx001.ttl,40,5
health-organizations_tx001.ttl,40,6
health-organizations_tx001.ttl,40,7
health-organizations_tx001.ttl,40,8
health-organizations_tx001.ttl,40,9
health-organizations_tx001.ttl,40,10
health-organizations_tx001.ttl,60,1
health-organizations_tx001.ttl,60,2
health-organizations_tx001.ttl,60,3
health-organizations_tx001.ttl,60,4
health-organizations_tx001.ttl,60,5
health-organizations_tx001.ttl,60,6
health-organizations_tx001.ttl,60,7
health-organizations_tx001.ttl,60,8
health-organizations_tx001.ttl,60,9
health-organizations_tx001.ttl,60,10
health-organizations_tx001.ttl,80,1
health-organizations_tx001.ttl,80,2
health-organizations_tx001.ttl,80,3
health-organizations_tx001.ttl,80,4
health-organizations_tx001.ttl,80,5
health-organizations_tx001.ttl,80,6
health-organizations_tx001.ttl,80,7
health-organizations_tx001.ttl,80,8
health-organizations_tx001.ttl,80,9
health-organizations_tx001.ttl,80,10
health-organizations_tx002.ttl,20,2
health-organizations_tx002.ttl,20,4
health-organizations_tx002.ttl,20,5
health-organizations_tx002.ttl,40,1
health-organizations_tx002.ttl,40,2
health-organizations_tx002.ttl,40,3
health-organizations_tx002.ttl,40,4
health-organizations_tx002.ttl,40,5
health-organizations_tx002.ttl,40,8
health-organizations_tx002.ttl,40,9
health-organizations_tx002.ttl,40,10
health-organizations_tx002.ttl,60,1
health-organizations_tx002.ttl,60,2
health-organizations_tx002.ttl,60,3
health-organizations_tx002.ttl,60,4
health-organizations_tx002.ttl,60,5
health-organizations_tx002.ttl,60,6
health-organizations_tx002.ttl,60,7
health-organizations_tx002.ttl,60,8
health-organizations_tx002.ttl,60,9
health-organizations_tx002.ttl,60,10
health-organizations_tx002.ttl,80,1
health-organizations_tx002.ttl,80,2
health-organizations_tx002.ttl,80,3
health-organizations_tx002.ttl,80,4
health-organizations_tx002.ttl,80,5
health-organizations_tx002.ttl,80,6
health-organizations_tx002.ttl,80,7
health-organizations_tx002.ttl,80,8
health-organizations_tx002.ttl,80,9
health-organizations_tx002.ttl,80,10
idaf2013_tx002.ttl,20,1
idaf2013_tx002.ttl,20,5
idaf2013_tx002.ttl,20,7
idaf2013_tx002.ttl,20,8
idaf2013_tx002.ttl,40,2
idaf2013_tx002.ttl,40,4
idaf2013_tx002.ttl,40,6
idaf2013_tx002.ttl,40,7
idaf2013_tx002.ttl,40,8
idaf2013_tx002.ttl,40,9
idaf2013_tx002.ttl,40,10
idaf2013_tx002.ttl,60,1
idaf2013_tx002.ttl,60,2
idaf2013_tx002.ttl,60,3
idaf2013_tx002.ttl,60,4
idaf2013_tx002.ttl,60,5
idaf2013_tx002.ttl,60,6
idaf2013_tx002.ttl,60,7
idaf2013_tx002.ttl,60,8
idaf2013_tx002.ttl,60,9
idaf2013_tx002.ttl,60,10
idaf2013_tx002.ttl,80,1
idaf2013_tx002.ttl,80,2
idaf2013_tx002.ttl,80,3
idaf2013_tx002.ttl,80,4
idaf2013_tx002.ttl,80,5
idaf2013_tx002.ttl,80,6
idaf2013_tx002.ttl,80,7
idaf2013_tx002.ttl,80,8
idaf2013_tx002.ttl,80,9
idaf2013_tx002.ttl,80,10
idaf2013_tx003.ttl,20,1
idaf2013_tx003.ttl,20,2
idaf2013_tx003.ttl,20,3
idaf2013_tx003.ttl,20,4
idaf2013_tx003.ttl,20,5
idaf2013_tx003.ttl,20,6
idaf2013_tx003.ttl,20,7
idaf2013_tx003.ttl,20,8
idaf2013_tx003.ttl,20,9
idaf2013_tx003.ttl,20,10
idaf2013_tx003.ttl,40,1
idaf2013_tx003.ttl,40,2
idaf2013_tx003.ttl,40,3
idaf2013_tx003.ttl,40,4
idaf2013_tx003.ttl,40,5
idaf2013_tx003.ttl,40,6
idaf2013_tx003.ttl,40,7
idaf2013_tx003.ttl,40,8
idaf2013_tx003.ttl,40,9
idaf2013_tx003.ttl,40,10
idaf2013_tx003.ttl,60,1
idaf2013_tx003.ttl,60,2
idaf2013_tx003.ttl,60,3
idaf2013_tx003.ttl,60,4
idaf2013_tx003.ttl,60,5
idaf2013_tx003.ttl,60,6
idaf2013_tx003.ttl,60,7
idaf2013_tx003.ttl,60,8
idaf2013_tx003.ttl,60,9
idaf2013_tx003.ttl,60,10
idaf2013_tx003.ttl,80,1
idaf2013_tx003.ttl,80,2
idaf2013_tx003.ttl,80,3
idaf2013_tx003.ttl,80,4
idaf2013_tx003.ttl,80,5
idaf2013_tx003.ttl,80,6
idaf2013_tx003.ttl,80,7
idaf2013_tx003.ttl,80,8
idaf2013_tx003.ttl,80,9
idaf2013_tx003.ttl,80,10
internal-affairs2013_tx003.ttl,40,1
internal-affairs2013_tx003.ttl,40,5
internal-affairs2013_tx003.ttl,40,7
internal-affairs2013_tx003.ttl,40,9
internal-affairs2013_tx003.ttl,40,10
