class_name,class_original_classification,classification_final_list
Anulled_Tender,role,is
Completed_Tender,role,can
Concession_Tender,subkind,can
Construction_Tender,subkind,can
Disposal_Tender,subkind,can
Empty_Tender,role,can
Failed_Tender,role,can
Lease_Tender,subkind,can
Permission_Tender,subkind,can
Permission_Tender_in_Auction,role,can
Permission_Tender_in_External_Phase,role,can
Publication_Context,rolemixin,can
Purchase_Tender,subkind,can
Service_Tender,subkind,can
Suspended_Tender,role,can
Tended_With_Winner,role,can
Tender,kind,can
Tender_Without_Winner,role,can
Tender_in_Call_for_Tender,role,can
Tender_in_External_Phase,role,can
Tender_in_Homologation_Process,role,can
Tender_in_Internal_Phase,role,can
Tender_in_Proposal_Reviewing,role,is
Tender_in_Qualification,role,can
