taxonomy_name,dataset_name,num_classes
fraller2019abc_tx001.ttl,fraller2019abc,3
fraller2019abc_tx002.ttl,fraller2019abc,13
fraller2019abc_tx003.ttl,fraller2019abc,6
fraller2019abc_tx004.ttl,fraller2019abc,5
