percentage,execution,k_s_sup,s_k_sub,t_k_sup,ns_s_sup,s_ns_sub,r_ar_sup,ar_r_sub,ns_sub_r,ks_sf_in,sub_r_r,n_r_t,ns_s_spe,nk_k_sup,s_nsup_k,nrs_ns_r,total_time
70,4,8.040003012865782e-05,0.03058139991480857,0.011800800100900233,1.289986539632082e-05,0.06275829998776317,0.028348600026220083,0.00025050004478543997,1.800013706088066e-06,1.2399978004395962e-05,2.380006480962038e-05,8.00006091594696e-06,6.300047971308231e-06,0.00491589994635433,0.004290400072932243,7.0999376475811005e-06,0.14309860009234399
