taxonomy_name,dataset_name,num_classes
zanetti2019orm-o_tx001.ttl,zanetti2019orm-o,7
zanetti2019orm-o_tx002.ttl,zanetti2019orm-o,4
zanetti2019orm-o_tx003.ttl,zanetti2019orm-o,3
zanetti2019orm-o_tx004.ttl,zanetti2019orm-o,3
zanetti2019orm-o_tx005.ttl,zanetti2019orm-o,5
zanetti2019orm-o_tx006.ttl,zanetti2019orm-o,4
zanetti2019orm-o_tx007.ttl,zanetti2019orm-o,5
