class_name,ontouml_stereotype,gufo_classification,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses
Inheritance_Mapping,relator,kind,True,False,False,0,3
Single_Table_Inheritance_Mapping,relator,kind,False,True,False,1,0
Table_per_Class_Inheritance_Mapping,relator,kind,False,True,False,1,0
Table_per_Concrete_Class_Inheritance_Mapping,relator,kind,False,True,False,1,0
