execution_number,input_class_name,input_class_stereotype
1,Certification,kind
2,CertificationArea,subkind
3,EnergyAtmosphere,subkind
4,IndoorEnvironmentQuality,subkind
5,IntegrativeProcess,subkind
6,LEEDCertified,role
7,LEEDGold,role
8,LEEDPlatinum,role
9,LEEDSilver,role
10,LocationTransportation,subkind
11,MaterialResource,subkind
12,SustainableSite,subkind
13,WaterEfficiency,subkind
