taxonomy_name,dataset_name,num_classes
ppo-o2021_tx001.ttl,ppo-o2021,2
ppo-o2021_tx002.ttl,ppo-o2021,5
ppo-o2021_tx003.ttl,ppo-o2021,22
ppo-o2021_tx004.ttl,ppo-o2021,2
ppo-o2021_tx005.ttl,ppo-o2021,7
ppo-o2021_tx006.ttl,ppo-o2021,2
ppo-o2021_tx007.ttl,ppo-o2021,2
