class_name,class_original_classification,classification_final_list
Anxiety,subkind,is
Desperation,subkind,can
Dread,subkind,can
Fear,kind,is
Horror,subkind,can
Nervousness,subkind,can
Panic,subkind,can
Terror,subkind,can
Trepidation,subkind,can
