percentage,execution,ar_r_sub,k_s_sup,ks_sf_in,n_r_t,nk_k_sup,nrs_ns_r,ns_s_spe,ns_s_sup,ns_sub_r,r_ar_sup,s_k_sub,s_ns_sub,s_nsup_k,sub_r_r,t_k_sup,total_time
80,10,0.006718500051647425,0.007513600052334368,0.0005410999292507768,7.800059393048286e-06,0.002086400054395199,0.00011279992759227753,0.0046322999987751245,0.004049699869938195,2.500019036233425e-06,0.019612399861216545,0.008034600061364472,0.009306699968874454,0.0019302000291645527,2.119992859661579e-05,0.014714899938553572,0.07928469975013286
