class_name,stereotype_original,stereotype_gufo,is_root,is_leaf,is_intermediate,number_superclasses,number_subclasses,number_reachable_classes
Brokerage,subkind,subkind,False,False,True,1,3,11
Buyer,role,role,False,True,False,2,0,11
Hired_Brokerage,role,role,False,True,False,2,0,11
Organization,kind,kind,True,False,False,0,8,11
Person,kind,kind,True,False,False,0,1,11
Public_Traded_Company,role,role,False,True,False,1,0,11
Seller,role,role,False,True,False,2,0,11
StockHolder,rolemixin,rolemixin,True,False,False,0,2,11
Stock_Exchange,subkind,subkind,False,False,True,1,1,11
Stock_Keeper,role,role,False,True,False,2,0,11
StockholderOrganization,role,role,False,True,False,2,0,11
Stockholder_Person,role,role,False,True,False,2,0,11
