execution_number,input_class_name,input_class_stereotype
1,Capability,rolemixin
2,Causal_Likelihood,kind
3,Disposition,category
4,Intention,category
5,Likelihood,category
6,Mental_Aspect,category
7,Mode,category
8,Quality,category
9,Risk,subkind
10,Threat_Capability,rolemixin
11,Triggering_Likelihood,kind
12,Trope,category
13,Value,kind
14,Vulnerability,rolemixin
