execution_number,input_class_name,input_class_stereotype
1,Agent,category
2,Endurant,category
3,Object,category
4,Object_at_Risk,rolemixin
5,Risk_Assessor,rolemixin
6,Risk_Enabler,rolemixin
7,Risk_Subject,rolemixin
8,Substantial,category
9,Threat_Agent,rolemixin
10,Threat_Object,rolemixin
11,Value_Assessor,rolemixin
12,Value_Enabler,rolemixin
13,Value_Object,rolemixin
14,Value_Subject,rolemixin
